txn_id,txn_date,rail,region,merchant_segment,gross_usd,revenue_usd,rewards_cost_usd,fraud_loss_usd,chargeback_loss_usd,processing_cost_usd,incentive_cost_usd
T0057275,2026-05-10,domestic_credit,north_america,grocery_fuel,102.73,1.3349,0.7294,0.0,0.0,0.031,0.0925
T0057276,2026-06-23,domestic_credit,north_america,grocery_fuel,16.98,0.2373,0.1206,0.0,0.0,0.031,0.0153
T0057277,2026-05-03,ecom_credit,apac,enterprise_retail,71.92,1.106,0.5322,0.0,0.0,0.026,0.0791
T0057278,2026-04-24,domestic_debit,latam,digital_goods,7.64,0.0847,0.0,0.0,0.0,0.028,0.0031
T0057279,2026-06-06,domestic_credit,north_america,enterprise_retail,298.12,3.8359,2.1167,0.0,0.0,0.031,0.2683
T0057280,2026-05-14,cross_border,apac,enterprise_retail,45.31,1.3838,0.3126,0.0,0.0,0.038,0.0589
T0057281,2026-04-08,ecom_credit,latam,restaurants,46.83,0.7271,0.3465,0.0,0.0,0.026,0.0515
T0057282,2026-05-30,cross_border,north_america,restaurants,11.98,0.3806,0.0827,0.0,0.0,0.038,0.0156
T0057283,2026-04-13,domestic_credit,north_america,grocery_fuel,91.59,1.1924,0.6503,0.0,0.0,0.031,0.0824
T0057284,2026-06-01,ecom_credit,apac,smb_retail,29.01,0.4581,0.2147,0.0,0.0,0.026,0.0319
T0057285,2026-06-01,domestic_debit,north_america,digital_goods,29.49,0.1983,0.0,0.0,0.0,0.028,0.0118
T0057286,2026-04-22,ecom_credit,north_america,grocery_fuel,25.11,0.3992,0.1858,0.0,0.0,0.026,0.0276
T0057287,2026-06-04,ecom_credit,north_america,travel,183.1,2.7848,1.3549,0.0,0.0,0.026,0.2014
T0057288,2026-06-11,domestic_debit,north_america,travel,57.93,0.3462,0.0,0.0,0.0,0.028,0.0232
T0057289,2026-06-01,ecom_credit,apac,digital_goods,137.92,2.1026,1.0206,0.0,0.0,0.026,0.1517
T0057290,2026-05-03,domestic_debit,apac,grocery_fuel,7.54,0.0842,0.0,0.0,0.0,0.028,0.003
T0057291,2026-04-10,domestic_debit,europe,digital_goods,15.01,0.1231,0.0,0.0,0.0,0.028,0.006
T0057292,2026-05-04,ecom_credit,north_america,smb_retail,89.72,1.3748,0.6639,0.0,0.0,0.026,0.0987
T0057293,2026-05-10,domestic_credit,north_america,restaurants,37.95,0.5058,0.2694,0.0,0.0,0.031,0.0342
T0057294,2026-05-07,cross_border,latam,enterprise_retail,177.55,5.3643,1.2251,0.0,0.0,0.038,0.2308
T0057295,2026-04-15,tap_to_pay,europe,grocery_fuel,34.12,0.3303,0.1194,0.0,0.0,0.024,0.0205
T0057296,2026-06-25,ecom_credit,north_america,smb_retail,32.84,0.5159,0.243,0.0,0.0,0.026,0.0361
T0057297,2026-05-08,cross_border,latam,smb_retail,34.15,1.0479,0.2356,0.0,0.0,0.038,0.0444
T0057298,2026-05-07,domestic_debit,latam,smb_retail,5.09,0.0715,0.0,0.0,0.0,0.028,0.002
T0057299,2026-04-07,cross_border,north_america,digital_goods,23.4,0.7243,0.1615,0.0,0.0,0.038,0.0304
T0057300,2026-04-20,domestic_credit,europe,smb_retail,11.14,0.1626,0.0791,0.0,0.0,0.031,0.01
T0057301,2026-06-21,domestic_credit,north_america,grocery_fuel,14.51,0.2057,0.103,0.0,0.0,0.031,0.0131
T0057302,2026-04-19,domestic_credit,north_america,enterprise_retail,52.29,0.6893,0.3713,0.0,0.0,0.031,0.0471
T0057303,2026-06-06,domestic_debit,latam,enterprise_retail,41.59,0.2613,0.0,0.0,0.0,0.028,0.0166
T0057304,2026-06-19,domestic_credit,europe,digital_goods,78.53,1.0252,0.5576,0.0,0.0,0.031,0.0707
T0057305,2026-06-12,domestic_debit,north_america,restaurants,16.23,0.1294,0.0,0.0,0.0,0.028,0.0065
T0057306,2026-05-07,ecom_credit,apac,travel,32.85,0.516,0.2431,0.0,0.0,0.026,0.0361
T0057307,2026-04-21,domestic_debit,europe,grocery_fuel,10.4,0.0991,0.0,0.0,0.0,0.028,0.0042
T0057308,2026-05-01,domestic_credit,north_america,restaurants,107.01,1.3897,0.7598,0.0,0.0,0.031,0.0963
T0057309,2026-06-28,domestic_credit,north_america,digital_goods,5.55,0.091,0.0394,0.0,0.0,0.031,0.005
T0057310,2026-04-29,cross_border,north_america,grocery_fuel,109.23,3.3078,0.7537,0.0,0.0,0.038,0.142
T0057311,2026-04-07,cross_border,europe,restaurants,139.8,4.228,0.9646,0.0,0.0,0.038,0.1817
T0057312,2026-06-15,domestic_debit,north_america,restaurants,16.04,0.1284,0.0,0.0,0.0,0.028,0.0064
T0057313,2026-04-27,ecom_credit,europe,smb_retail,10.53,0.179,0.0779,0.0,0.0,0.026,0.0116
T0057314,2026-05-18,domestic_debit,apac,smb_retail,29.67,0.1993,0.0,0.0,0.0,0.028,0.0119
T0057315,2026-06-29,domestic_credit,apac,enterprise_retail,71.11,0.9302,0.5049,0.0,0.0,0.031,0.064
T0057316,2026-04-29,domestic_debit,north_america,travel,139.42,0.77,0.0,0.0,0.0,0.028,0.0558
T0057317,2026-05-17,cross_border,north_america,smb_retail,176.98,5.3471,1.2212,0.0,0.0,0.038,0.2301
T0057318,2026-05-24,ecom_credit,north_america,enterprise_retail,70.79,1.0889,0.5238,0.0,0.0,0.026,0.0779
T0057319,2026-04-23,domestic_debit,apac,smb_retail,12.0,0.1074,0.0,0.0,0.0,0.028,0.0048
T0057320,2026-04-13,domestic_credit,north_america,smb_retail,24.15,0.3291,0.1715,0.0,0.0,0.031,0.0217
T0057321,2026-04-17,domestic_credit,north_america,enterprise_retail,16.01,0.2249,0.1137,0.0,0.0,0.031,0.0144
T0057322,2026-04-13,domestic_debit,north_america,enterprise_retail,111.64,0.6255,0.0,0.0,0.0,0.028,0.0447
T0057323,2026-05-06,ecom_credit,north_america,enterprise_retail,93.46,1.4312,0.6916,0.0,0.0,0.026,0.1028
T0057324,2026-06-12,domestic_credit,north_america,enterprise_retail,83.17,1.0846,0.5905,0.0,0.0,0.031,0.0749
T0057325,2026-04-15,domestic_debit,apac,grocery_fuel,3.79,0.0647,0.0,0.0,0.0,0.028,0.0015
T0057326,2026-05-22,domestic_credit,latam,smb_retail,22.69,0.3104,0.1611,0.0,0.0,0.031,0.0204
T0057327,2026-06-19,ecom_credit,north_america,digital_goods,104.35,1.5957,0.7722,0.0,0.0,0.026,0.1148
T0057328,2026-05-06,domestic_credit,latam,grocery_fuel,62.96,0.8259,0.447,0.0,0.0,0.031,0.0567
T0057329,2026-04-28,domestic_debit,apac,restaurants,12.01,0.1075,0.0,0.0,0.0,0.028,0.0048
T0057330,2026-04-03,domestic_debit,latam,enterprise_retail,13.8,0.1168,0.0,0.0,0.0,0.028,0.0055
T0057331,2026-04-04,domestic_debit,apac,travel,46.49,0.2867,0.0,0.0,0.0,0.028,0.0186
T0057332,2026-05-16,cross_border,europe,digital_goods,94.54,2.8657,0.6523,0.0,0.0,0.038,0.1229
T0057333,2026-04-07,domestic_debit,latam,smb_retail,8.8,0.0908,0.0,0.0,0.0,0.028,0.0035
T0057334,2026-06-21,domestic_debit,north_america,grocery_fuel,30.52,0.2037,0.0,0.0,0.0,0.028,0.0122
T0057335,2026-06-09,domestic_credit,north_america,smb_retail,59.35,0.7797,0.4214,0.0,0.0,0.031,0.0534
T0057336,2026-05-22,ecom_credit,europe,digital_goods,10.92,0.1849,0.0808,0.0,0.0,0.026,0.012
T0057337,2026-04-24,domestic_debit,apac,enterprise_retail,41.57,0.2612,0.0,0.0,0.0,0.028,0.0166
T0057338,2026-05-01,domestic_credit,north_america,travel,218.17,2.8126,1.549,0.0,0.0,0.031,0.1964
T0057339,2026-04-03,domestic_debit,latam,smb_retail,12.42,0.1096,0.0,0.0,0.0,0.028,0.005
T0057340,2026-05-01,ecom_credit,apac,enterprise_retail,94.28,1.4436,0.6977,0.0,0.0,0.026,0.1037
T0057341,2026-06-24,domestic_credit,apac,enterprise_retail,12.59,0.1812,0.0894,0.0,0.0,0.031,0.0113
T0057342,2026-05-14,domestic_credit,north_america,travel,34.77,0.4651,0.2469,0.0,0.0,0.031,0.0313
T0057343,2026-05-09,domestic_credit,latam,restaurants,13.87,0.1975,0.0985,0.0,0.0,0.031,0.0125
T0057344,2026-06-22,domestic_debit,latam,smb_retail,23.32,0.1663,0.0,0.0,0.0,0.028,0.0093
T0057345,2026-04-04,domestic_credit,europe,travel,256.92,3.3086,1.8241,0.0,0.0,0.031,0.2312
T0057346,2026-05-17,domestic_debit,europe,grocery_fuel,26.9,0.1849,0.0,0.0,0.0,0.028,0.0108
T0057347,2026-05-19,ecom_credit,latam,smb_retail,3.39,0.0712,0.0251,0.0,0.0,0.026,0.0037
T0057348,2026-04-18,cross_border,apac,travel,195.5,5.9045,1.3489,0.0,0.0,0.038,0.2541
T0057349,2026-05-09,domestic_credit,north_america,grocery_fuel,112.93,1.4655,0.8018,0.0,0.0,0.031,0.1016
T0057350,2026-06-14,domestic_credit,north_america,travel,49.49,0.6535,0.3514,0.0,0.0,0.031,0.0445
T0057351,2026-04-06,domestic_credit,europe,travel,147.44,1.9072,1.0468,0.0,0.0,0.031,0.1327
T0057352,2026-04-29,domestic_credit,europe,smb_retail,32.68,0.4383,0.232,0.0,0.0,0.031,0.0294
T0057353,2026-06-01,domestic_credit,europe,enterprise_retail,39.08,0.5202,0.2775,0.0,0.0,0.031,0.0352
T0057354,2026-05-10,cross_border,europe,travel,119.97,3.6311,0.8278,0.0,0.0,0.038,0.156
T0057355,2026-05-20,domestic_debit,latam,smb_retail,9.53,0.0946,0.0,0.0,0.0,0.028,0.0038
T0057356,2026-06-11,domestic_debit,north_america,smb_retail,15.12,0.1236,0.0,0.0,0.0,0.028,0.006
T0057357,2026-06-03,domestic_credit,north_america,enterprise_retail,33.75,0.452,0.2396,0.0,0.0,0.031,0.0304
T0057358,2026-06-21,cross_border,north_america,travel,395.05,11.911,2.7258,0.0,0.0,0.038,0.5136
T0057359,2026-04-03,ecom_credit,north_america,smb_retail,302.51,4.5879,2.2386,0.0,0.0,0.026,0.3328
T0057360,2026-04-28,domestic_debit,north_america,grocery_fuel,26.15,0.181,0.0,0.0,0.0,0.028,0.0105
T0057361,2026-05-12,domestic_credit,apac,enterprise_retail,73.88,0.9657,0.5245,0.0,0.0,0.031,0.0665
T0057362,2026-04-10,domestic_debit,north_america,enterprise_retail,66.0,0.3882,0.0,0.0,0.0,0.028,0.0264
T0057363,2026-04-25,ecom_credit,north_america,enterprise_retail,94.31,1.4441,0.6979,0.0,0.0,0.026,0.1037
T0057364,2026-05-26,ecom_credit,europe,grocery_fuel,38.47,0.6009,0.2847,0.0,0.0,0.026,0.0423
T0057365,2026-04-25,tap_to_pay,north_america,smb_retail,18.01,0.1885,0.063,0.0,0.0,0.024,0.0108
T0057366,2026-05-09,domestic_credit,europe,smb_retail,20.5,0.2824,0.1456,0.0,0.0,0.031,0.0185
T0057367,2026-05-06,cross_border,north_america,restaurants,11.49,0.3658,0.0793,0.0,0.0,0.038,0.0149
T0057368,2026-05-31,tap_to_pay,north_america,enterprise_retail,64.91,0.6012,0.2272,0.0,0.0,0.024,0.0389
T0057369,2026-04-09,domestic_credit,north_america,enterprise_retail,31.65,0.4251,0.2247,0.0,0.0,0.031,0.0285
T0057370,2026-04-08,domestic_debit,north_america,grocery_fuel,29.85,0.2002,0.0,0.0,0.0,0.028,0.0119
T0057371,2026-04-20,ecom_credit,north_america,smb_retail,16.47,0.2687,0.1219,0.0,0.0,0.026,0.0181
T0057372,2026-05-06,domestic_debit,north_america,restaurants,5.75,0.0749,0.0,0.0,0.0,0.028,0.0023
T0057373,2026-04-01,domestic_credit,north_america,enterprise_retail,42.18,0.5599,0.2995,0.0,0.0,0.031,0.038
T0057374,2026-04-07,domestic_credit,north_america,travel,301.49,3.8791,2.1406,0.0,0.0,0.031,0.2713
T0057375,2026-06-15,domestic_debit,latam,enterprise_retail,89.75,0.5117,0.0,0.0,0.0,0.028,0.0359
T0057376,2026-04-08,ecom_credit,latam,restaurants,23.7,0.3779,0.1754,0.0,0.0,0.026,0.0261
T0057377,2026-06-11,domestic_debit,north_america,smb_retail,27.7,0.189,0.0,0.0,0.0,0.028,0.0111
T0057378,2026-04-14,ecom_credit,europe,restaurants,8.27,0.1449,0.0612,0.0,0.0,0.026,0.0091
T0057379,2026-06-02,domestic_credit,north_america,restaurants,90.12,1.1735,0.6399,0.0,0.0,0.031,0.0811
T0057380,2026-04-30,ecom_credit,latam,grocery_fuel,16.91,0.2753,0.1251,0.0,0.0,0.026,0.0186
T0057381,2026-04-01,tap_to_pay,apac,enterprise_retail,10.24,0.1201,0.0358,0.0,0.0,0.024,0.0061
T0057382,2026-05-31,domestic_credit,apac,travel,75.55,0.987,0.5364,0.0,0.0,0.031,0.068
T0057383,2026-06-28,domestic_debit,europe,enterprise_retail,25.64,0.1783,0.0,0.0,0.0,0.028,0.0103
T0057384,2026-06-02,domestic_debit,north_america,grocery_fuel,9.31,0.0934,0.0,0.0,0.0,0.028,0.0037
T0057385,2026-05-03,domestic_credit,apac,enterprise_retail,65.97,0.8644,0.4684,0.0,0.0,0.031,0.0594
T0057386,2026-06-05,domestic_debit,apac,grocery_fuel,16.21,0.1293,0.0,0.0,0.0,0.028,0.0065
T0057387,2026-06-06,tap_to_pay,europe,grocery_fuel,7.49,0.0959,0.0262,0.0,0.0,0.024,0.0045
T0057388,2026-05-27,domestic_debit,north_america,restaurants,2.07,0.0558,0.0,0.0,0.0,0.028,0.0008
T0057389,2026-05-03,ecom_credit,latam,grocery_fuel,19.31,0.3116,0.1429,0.0,0.0,0.026,0.0212
T0057390,2026-06-14,domestic_debit,apac,travel,74.87,0.4343,0.0,0.0,0.0,0.028,0.0299
T0057391,2026-06-20,ecom_credit,apac,smb_retail,33.06,0.5192,0.2446,0.0,0.0,0.026,0.0364
T0057392,2026-05-04,domestic_credit,europe,enterprise_retail,141.99,1.8375,1.0081,0.0,0.0,0.031,0.1278
T0057393,2026-06-21,domestic_debit,latam,grocery_fuel,16.01,0.1283,0.0,0.0,0.0,0.028,0.0064
T0057394,2026-06-02,domestic_debit,apac,smb_retail,16.05,0.1285,0.0,0.0,0.0,0.028,0.0064
T0057395,2026-04-06,domestic_debit,apac,travel,42.97,0.2684,0.0,0.0,0.0,0.028,0.0172
T0057396,2026-06-18,domestic_credit,north_america,enterprise_retail,94.15,1.2251,0.6685,0.0,0.0,0.031,0.0847
T0057397,2026-06-30,domestic_credit,north_america,grocery_fuel,17.19,0.24,0.122,0.0,0.0,0.031,0.0155
T0057398,2026-04-13,cross_border,north_america,smb_retail,128.95,3.9014,0.8898,0.0,0.0,0.038,0.1676
T0057399,2026-04-16,ecom_credit,north_america,enterprise_retail,336.1,5.0951,2.4871,0.0,0.0,0.026,0.3697
T0057400,2026-04-19,tap_to_pay,north_america,enterprise_retail,23.03,0.2327,0.0806,0.0,0.0,0.024,0.0138
T0057401,2026-06-05,domestic_credit,latam,smb_retail,45.44,0.6016,0.3226,0.0,0.0,0.031,0.0409
T0057402,2026-06-19,domestic_debit,europe,grocery_fuel,24.4,0.1719,0.0,0.0,0.0,0.028,0.0098
T0057403,2026-04-21,ecom_credit,north_america,smb_retail,74.96,1.1519,0.5547,0.0,0.0,0.026,0.0825
T0057404,2026-06-29,domestic_debit,europe,digital_goods,8.56,0.0895,0.0,0.0,0.0,0.028,0.0034
T0057405,2026-04-20,ecom_credit,north_america,grocery_fuel,15.85,0.2593,0.1173,0.0,0.0,0.026,0.0174
T0057406,2026-06-03,tap_to_pay,europe,enterprise_retail,17.35,0.1827,0.0607,0.0,0.0,0.024,0.0104
T0057407,2026-06-24,domestic_credit,europe,enterprise_retail,20.43,0.2815,0.1451,0.0,0.0,0.031,0.0184
T0057408,2026-04-28,cross_border,apac,enterprise_retail,80.89,2.4548,0.5581,0.0,0.0,0.038,0.1052
T0057409,2026-04-08,domestic_debit,north_america,grocery_fuel,13.77,0.1166,0.0,0.0,0.0,0.028,0.0055
T0057410,2026-05-27,domestic_credit,latam,enterprise_retail,17.94,0.2496,0.1274,0.0,0.0,0.031,0.0161
T0057411,2026-06-05,domestic_debit,apac,smb_retail,2.19,0.0564,0.0,0.0,0.0,0.028,0.0009
T0057412,2026-04-05,tap_to_pay,europe,enterprise_retail,79.38,0.7285,0.2778,0.0,0.0,0.024,0.0476
T0057413,2026-05-28,domestic_credit,europe,travel,38.87,0.5175,0.276,0.0,0.0,0.031,0.035
T0057414,2026-04-10,domestic_debit,europe,enterprise_retail,4.79,0.0699,0.0,0.0,0.0,0.028,0.0019
T0057415,2026-05-24,domestic_debit,north_america,digital_goods,14.88,0.1224,0.0,0.0,0.0,0.028,0.006
T0057416,2026-06-01,domestic_credit,north_america,smb_retail,89.35,1.1637,0.6344,0.0,0.0,0.031,0.0804
T0057417,2026-06-08,domestic_credit,north_america,enterprise_retail,175.34,2.2644,1.2449,0.0,0.0,0.031,0.1578
T0057418,2026-05-25,domestic_debit,north_america,smb_retail,10.58,0.1,0.0,0.0,0.0,0.028,0.0042
T0057419,2026-04-18,ecom_credit,north_america,grocery_fuel,35.51,0.5562,0.2628,0.0,0.0,0.026,0.0391
T0057420,2026-06-05,domestic_debit,europe,smb_retail,37.65,0.2408,0.0,0.0,0.0,0.028,0.0151
T0057421,2026-06-25,domestic_credit,north_america,smb_retail,33.71,0.4515,0.2393,0.0,0.0,0.031,0.0303
T0057422,2026-06-10,ecom_credit,europe,digital_goods,33.09,0.5197,0.2449,0.0,0.0,0.026,0.0364
T0057423,2026-06-24,domestic_credit,europe,enterprise_retail,17.26,0.2409,0.1225,0.0,0.0,0.031,0.0155
T0057424,2026-05-19,tap_to_pay,europe,smb_retail,7.22,0.0935,0.0253,0.0,0.0,0.024,0.0043
T0057425,2026-05-26,ecom_credit,apac,smb_retail,72.11,1.1089,0.5336,0.0,0.0,0.026,0.0793
T0057426,2026-06-03,domestic_debit,europe,smb_retail,14.37,0.1197,0.0,0.0,0.0,0.028,0.0057
T0057427,2026-04-30,tap_to_pay,europe,smb_retail,15.06,0.1625,0.0527,0.0,0.0,0.024,0.009
T0057428,2026-04-07,ecom_credit,north_america,enterprise_retail,57.49,0.8881,0.4254,0.0,0.0,0.026,0.0632
T0057429,2026-04-30,domestic_debit,europe,enterprise_retail,48.1,0.2951,0.0,0.0,0.0,0.028,0.0192
T0057430,2026-05-11,domestic_credit,latam,enterprise_retail,35.76,0.4777,0.2539,0.0,0.0,0.031,0.0322
T0057431,2026-06-10,domestic_debit,north_america,enterprise_retail,40.36,0.2549,0.0,0.0,0.0,0.028,0.0161
T0057432,2026-05-17,domestic_credit,north_america,grocery_fuel,43.25,0.5736,0.3071,0.0,0.0,0.031,0.0389
T0057433,2026-04-07,ecom_credit,north_america,smb_retail,37.46,0.5856,0.2772,0.0,0.0,0.026,0.0412
T0057434,2026-04-20,domestic_debit,north_america,enterprise_retail,17.43,0.1356,0.0,0.0,0.0,0.028,0.007
T0057435,2026-06-08,tap_to_pay,europe,grocery_fuel,2.99,0.0563,0.0105,0.0,0.0,0.024,0.0018
T0057436,2026-06-24,domestic_credit,north_america,smb_retail,44.93,0.5951,0.319,0.0,0.0,0.031,0.0404
T0057437,2026-04-06,cross_border,latam,enterprise_retail,13.43,0.4242,0.0927,0.0,0.0,0.038,0.0175
T0057438,2026-06-27,tap_to_pay,north_america,enterprise_retail,72.9,0.6715,0.2552,0.0,0.0,0.024,0.0437
T0057439,2026-04-16,ecom_credit,north_america,travel,96.38,1.4753,0.7132,0.0,0.0,0.026,0.106
T0057440,2026-06-22,tap_to_pay,europe,enterprise_retail,42.05,0.4,0.1472,0.0,0.0,0.024,0.0252
T0057441,2026-04-21,domestic_credit,north_america,smb_retail,35.8,0.4782,0.2542,0.0,0.0,0.031,0.0322
T0057442,2026-04-29,domestic_credit,north_america,grocery_fuel,13.84,0.1972,0.0983,0.0,0.0,0.031,0.0125
T0057443,2026-05-06,domestic_credit,europe,grocery_fuel,55.82,0.7345,0.3963,0.0,0.0,0.031,0.0502
T0057444,2026-04-27,cross_border,europe,travel,33.24,1.0205,0.2294,0.0,0.0,0.038,0.0432
T0057445,2026-05-24,cross_border,latam,travel,79.39,2.4096,0.5478,0.0,0.0,0.038,0.1032
T0057446,2026-05-31,domestic_debit,europe,restaurants,30.42,0.2032,0.0,0.0,0.0,0.028,0.0122
T0057447,2026-06-23,ecom_credit,apac,smb_retail,17.35,0.282,0.1284,0.0,0.0,0.026,0.0191
T0057448,2026-04-16,domestic_credit,north_america,restaurants,12.28,0.1772,0.0872,0.0,0.0,0.031,0.0111
T0057449,2026-06-06,tap_to_pay,north_america,grocery_fuel,18.15,0.1897,0.0635,0.0,0.0,0.024,0.0109
T0057450,2026-05-12,ecom_credit,north_america,enterprise_retail,15.04,0.2471,0.1113,0.0,0.0,0.026,0.0165
T0057451,2026-04-19,domestic_debit,latam,grocery_fuel,22.43,0.1616,0.0,0.0,0.0,0.028,0.009
T0057452,2026-04-12,domestic_credit,north_america,grocery_fuel,43.56,0.5776,0.3093,0.0,0.0,0.031,0.0392
T0057453,2026-05-09,domestic_credit,europe,smb_retail,16.89,0.2362,0.1199,0.0,0.0,0.031,0.0152
T0057454,2026-05-28,domestic_debit,apac,smb_retail,6.87,0.0807,0.0,0.0,0.0,0.028,0.0027
T0057455,2026-05-06,ecom_credit,north_america,enterprise_retail,39.24,0.6125,0.2904,0.0,0.0,0.026,0.0432
T0057456,2026-06-27,domestic_credit,europe,grocery_fuel,6.78,0.1068,0.0481,0.0,0.0,0.031,0.0061
T0057457,2026-06-16,tap_to_pay,europe,enterprise_retail,34.05,0.3296,0.1192,0.0,0.0,0.024,0.0204
T0057458,2026-05-17,tap_to_pay,north_america,grocery_fuel,27.58,0.2727,0.0965,0.0,0.0,0.024,0.0165
T0057459,2026-06-19,domestic_debit,north_america,smb_retail,20.11,0.1496,0.0,0.0,0.0,0.028,0.008
T0057460,2026-05-02,domestic_credit,north_america,digital_goods,29.01,0.3913,0.206,0.0,0.0,0.031,0.0261
T0057461,2026-04-22,domestic_credit,europe,enterprise_retail,166.06,2.1456,1.179,0.0,0.0,0.031,0.1495
T0057462,2026-05-19,cross_border,north_america,smb_retail,43.74,1.3366,0.3018,0.0,0.0,0.038,0.0569
T0057463,2026-05-24,domestic_credit,apac,grocery_fuel,39.57,0.5265,0.2809,0.0,0.0,0.031,0.0356
T0057464,2026-06-12,domestic_debit,latam,travel,87.31,0.499,0.0,0.0,0.0,0.028,0.0349
T0057465,2026-06-17,cross_border,north_america,grocery_fuel,61.61,1.8745,0.4251,0.0,0.0,0.038,0.0801
T0057466,2026-04-06,domestic_credit,north_america,grocery_fuel,96.55,1.2558,0.6855,0.0,0.0,0.031,0.0869
T0057467,2026-06-21,tap_to_pay,apac,digital_goods,12.3,0.1382,0.0431,0.0,0.0,0.024,0.0074
T0057468,2026-05-06,domestic_credit,north_america,enterprise_retail,25.02,0.3403,0.1776,0.0,0.0,0.031,0.0225
T0057469,2026-06-05,domestic_debit,north_america,enterprise_retail,23.66,0.168,0.0,0.0,0.0,0.028,0.0095
T0057470,2026-06-17,domestic_debit,north_america,travel,55.42,0.3332,0.0,0.0,0.0,0.028,0.0222
T0057471,2026-04-22,domestic_debit,latam,enterprise_retail,193.74,1.0524,0.0,0.0,0.0,0.028,0.0775
T0057472,2026-04-06,domestic_debit,latam,smb_retail,6.73,0.08,0.0,0.0,0.0,0.028,0.0027
T0057473,2026-04-04,domestic_credit,europe,travel,53.47,0.7044,0.3796,0.0,0.0,0.031,0.0481
T0057474,2026-06-04,domestic_credit,europe,grocery_fuel,32.48,0.4357,0.2306,0.0,0.0,0.031,0.0292
T0057475,2026-05-16,ecom_credit,apac,enterprise_retail,89.28,1.3681,0.6607,0.0,0.0,0.026,0.0982
T0057476,2026-05-06,cross_border,europe,grocery_fuel,19.64,0.6112,0.1355,0.0,0.0,0.038,0.0255
T0057477,2026-05-16,domestic_debit,north_america,enterprise_retail,96.14,0.5449,0.0,0.0,0.0,0.028,0.0385
T0057478,2026-04-15,domestic_debit,apac,enterprise_retail,14.64,0.1211,0.0,0.0,0.0,0.028,0.0059
T0057479,2026-06-17,domestic_debit,latam,smb_retail,7.13,0.0821,0.0,0.0,0.0,0.028,0.0029
T0057480,2026-04-07,ecom_credit,europe,restaurants,11.36,0.1915,0.0841,0.0,0.0,0.026,0.0125
T0057481,2026-06-05,domestic_credit,apac,digital_goods,9.29,0.1389,0.066,0.0,0.0,0.031,0.0084
T0057482,2026-06-03,domestic_credit,europe,grocery_fuel,96.13,1.2505,0.6825,0.0,0.0,0.031,0.0865
T0057483,2026-04-29,domestic_credit,europe,grocery_fuel,15.97,0.2244,0.1134,0.0,0.0,0.031,0.0144
T0057484,2026-05-15,domestic_credit,north_america,smb_retail,27.43,0.3711,0.1948,0.0,0.0,0.031,0.0247
T0057485,2026-06-11,ecom_credit,apac,grocery_fuel,208.82,3.1732,1.5453,0.0,0.0,0.026,0.2297
T0057486,2026-05-16,domestic_debit,north_america,smb_retail,10.11,0.0976,0.0,0.0,0.0,0.028,0.004
T0057487,2026-06-25,domestic_credit,europe,smb_retail,76.29,0.9965,0.5417,0.0,0.0,0.031,0.0687
T0057488,2026-05-20,domestic_credit,europe,travel,30.99,0.4167,0.22,0.0,0.0,0.031,0.0279
T0057489,2026-06-25,domestic_credit,europe,smb_retail,61.78,0.8108,0.4386,0.0,0.0,0.031,0.0556
T0057490,2026-05-19,domestic_credit,north_america,travel,47.87,0.6327,0.3399,0.0,0.0,0.031,0.0431
T0057491,2026-04-07,ecom_credit,europe,restaurants,12.18,0.2039,0.0901,0.0,0.0,0.026,0.0134
T0057492,2026-04-12,domestic_debit,north_america,enterprise_retail,34.23,0.223,0.0,0.0,0.0,0.028,0.0137
T0057493,2026-06-05,domestic_debit,north_america,enterprise_retail,19.73,0.1476,0.0,0.0,0.0,0.028,0.0079
T0057494,2026-04-25,tap_to_pay,north_america,travel,77.74,0.7141,0.2721,0.0,0.0,0.024,0.0466
T0057495,2026-06-16,domestic_credit,apac,grocery_fuel,32.0,0.4296,0.2272,0.0,0.0,0.031,0.0288
T0057496,2026-04-02,domestic_credit,latam,restaurants,30.11,0.4054,0.2138,0.0,0.0,0.031,0.0271
T0057497,2026-05-16,domestic_debit,north_america,enterprise_retail,14.17,0.1187,0.0,0.0,0.0,0.028,0.0057
T0057498,2026-05-03,domestic_credit,europe,smb_retail,5.97,0.0964,0.0424,0.0,0.0,0.031,0.0054
T0057499,2026-05-13,domestic_debit,europe,smb_retail,106.05,0.5965,0.0,0.0,0.0,0.028,0.0424
T0057500,2026-04-28,domestic_debit,europe,travel,60.36,0.3589,0.0,0.0,0.0,0.028,0.0241
T0057501,2026-05-13,domestic_debit,north_america,enterprise_retail,21.49,0.1567,0.0,0.0,0.0,0.028,0.0086
T0057502,2026-05-16,domestic_debit,north_america,enterprise_retail,56.16,0.337,0.0,0.0,0.0,0.028,0.0225
T0057503,2026-06-17,cross_border,europe,enterprise_retail,165.09,4.9892,1.1391,0.0,0.0,0.038,0.2146
T0057504,2026-04-25,cross_border,europe,enterprise_retail,75.58,2.295,0.5215,0.0,0.0,0.038,0.0983
T0057505,2026-06-28,ecom_credit,europe,enterprise_retail,35.38,0.5542,0.2618,0.0,0.0,0.026,0.0389
T0057506,2026-04-10,cross_border,north_america,grocery_fuel,21.73,0.6741,0.1499,0.0,0.0,0.038,0.0282
T0057507,2026-06-09,domestic_debit,north_america,grocery_fuel,30.78,0.2051,0.0,0.0,0.0,0.028,0.0123
T0057508,2026-06-26,ecom_credit,north_america,enterprise_retail,83.94,1.2875,0.6212,0.0,0.0,0.026,0.0923
