settlement_id,txn_ref,settle_date,gross_usd,interchange,scheme_fee,net_usd
STL002032,TXN002032,2026-06-13,575.86,11.33,0.81,563.72
STL021587,TXN021587,2026-06-15,141.37,2.66,0.23,138.48
STL039045,TXN039045,2026-06-13,438.87,7.34,0.61,430.92
STL045533,TXN045533,2026-06-07,111.26,1.94,0.16,109.16
STL004798,TXN004798,2026-06-03,62.16,0.86,0.08,61.22
STL000841,TXN000841,2026-06-15,100.59,0.89,0.08,99.62
STL043144,TXN043144,2026-06-06,262.99,4.44,0.37,258.18
STL043298,TXN043298,2026-06-12,167.09,1.96,0.22,164.91
STL015075,TXN015075,2026-06-09,101.19,2.07,0.14,98.98
STL026872,TXN026872,2026-06-07,324.79,6.43,0.45,317.91
STL034145,TXN034145,2026-06-02,217.17,2.49,0.28,214.4
STL028907,TXN028907,2026-06-04,732.18,15.84,8.05,708.29
STL024731,TXN024731,2026-06-09,185.15,2.15,0.24,182.76
STL006858,TXN006858,2026-06-14,58.5,1.07,0.08,57.35
STL000594,TXN000594,2026-06-03,75.58,1.0,0.1,74.48
STL024308,TXN024308,2026-06-05,393.75,8.57,4.33,380.85
STL001019,TXN001019,2026-06-02,579.28,12.52,6.36,560.4
STL007318,TXN007318,2026-06-06,449.62,7.52,0.63,441.47
STL035182,TXN035182,2026-06-07,320.61,6.35,0.45,313.81
STL016994,TXN016994,2026-06-05,534.68,10.44,0.74,523.5
STL036479,TXN036479,2026-06-09,138.34,2.16,0.18,136.0
STL035267,TXN035267,2026-06-15,12.83,0.34,0.02,12.47
STL021118,TXN021118,2026-06-04,73.5,0.98,0.1,72.42
STL005265,TXN005265,2026-06-10,292.52,4.93,0.41,287.18
STL045177,TXN045177,2026-06-04,540.28,10.64,0.76,528.88
STL018475,TXN018475,2026-06-12,92.06,1.9,0.13,90.03
STL044430,TXN044430,2026-06-03,125.84,1.53,0.16,124.15
STL038232,TXN038232,2026-06-09,255.09,3.79,0.33,250.97
STL015097,TXN015097,2026-06-12,395.77,6.63,0.55,388.59
STL046523,TXN046523,2026-06-02,93.41,1.19,0.12,92.1
STL044483,TXN044483,2026-06-11,459.22,7.68,0.64,450.9
STL005912,TXN005912,2026-06-06,33.27,0.56,0.04,32.67
STL027197,TXN027197,2026-06-03,66.57,0.91,0.09,65.57
STL008512,TXN008512,2026-06-03,90.23,1.59,0.13,88.51
STL048095,TXN048095,2026-06-06,708.56,15.33,7.79,685.44
STL030940,TXN030940,2026-06-13,83.93,1.74,0.12,82.07
STL023440,TXN023440,2026-06-05,138.73,3.08,1.53,134.12
STL032678,TXN032678,2026-06-13,202.16,3.44,0.28,198.44
STL023498,TXN023498,2026-06-11,25.35,0.65,0.28,24.42
STL006137,TXN006137,2026-06-02,137.93,1.66,0.18,136.09
STL017629,TXN017629,2026-06-13,123.06,1.5,0.16,121.4
STL021646,TXN021646,2026-06-05,591.2,11.63,0.83,578.74
STL043045,TXN043045,2026-06-06,16.81,0.46,0.02,16.33
STL017268,TXN017268,2026-06-05,505.37,9.95,0.71,494.71
STL035315,TXN035315,2026-06-12,375.99,7.43,0.53,368.03
STL037905,TXN037905,2026-06-11,114.4,1.41,0.15,112.84
STL014788,TXN014788,2026-06-12,149.18,1.78,0.19,147.21
STL020565,TXN020565,2026-06-11,128.98,1.56,0.17,127.25
STL025495,TXN025495,2026-06-04,201.25,2.32,0.26,198.67
STL044348,TXN044348,2026-06-14,133.51,1.61,0.17,131.73
STL010134,TXN010134,2026-06-13,129.54,2.03,0.17,127.34
STL027645,TXN027645,2026-06-03,463.82,7.75,0.65,455.42
STL026528,TXN026528,2026-06-15,14.83,0.43,0.02,14.38
STL038742,TXN038742,2026-06-03,594.32,11.69,0.83,581.8
STL040947,TXN040947,2026-06-07,370.2,7.32,0.52,362.36
STL007784,TXN007784,2026-06-14,197.88,3.37,0.28,194.23
STL012663,TXN012663,2026-06-08,23.08,0.45,0.03,22.6
STL049197,TXN049197,2026-06-13,419.42,9.12,4.61,405.69
STL043772,TXN043772,2026-06-04,117.6,1.44,0.15,116.01
STL011470,TXN011470,2026-06-13,160.45,2.47,0.21,157.77
STL032054,TXN032054,2026-06-10,103.48,1.3,0.13,102.05
STL025249,TXN025249,2026-06-02,17.21,0.39,0.02,16.8
STL029519,TXN029519,2026-06-14,215.7,2.47,0.28,212.95
STL018268,TXN018268,2026-06-15,194.43,3.31,0.27,190.85
STL046975,TXN046975,2026-06-07,398.13,6.67,0.56,390.9
STL009942,TXN009942,2026-06-11,89.34,1.57,0.13,87.64
STL004339,TXN004339,2026-06-10,106.79,1.33,0.14,105.32
STL019040,TXN019040,2026-06-12,160.07,1.89,0.21,157.97
STL001271,TXN001271,2026-06-03,127.26,2.2,0.18,124.88
STL029358,TXN029358,2026-06-13,171.45,2.01,0.22,169.22
STL019196,TXN019196,2026-06-06,614.22,12.08,0.86,601.28
STL028124,TXN028124,2026-06-04,222.99,3.78,0.31,218.9
STL024933,TXN024933,2026-06-08,133.39,2.97,1.47,128.95
STL011297,TXN011297,2026-06-08,150.07,2.58,0.21,147.28
STL003573,TXN003573,2026-06-05,268.55,3.98,0.35,264.22
STL049172,TXN049172,2026-06-07,32.13,0.55,0.04,31.54
STL040018,TXN040018,2026-06-12,46.03,0.69,0.06,45.28
STL013910,TXN013910,2026-06-06,7.58,0.33,0.01,7.24
STL027352,TXN027352,2026-06-12,427.07,7.15,0.6,419.32
STL010986,TXN010986,2026-06-10,194.16,3.89,0.27,190.0
STL033240,TXN033240,2026-06-06,49.7,0.73,0.06,48.91
STL045192,TXN045192,2026-06-11,416.82,6.98,0.58,409.26
STL024665,TXN024665,2026-06-07,67.4,0.92,0.09,66.39
STL020833,TXN020833,2026-06-04,132.95,1.61,0.17,131.17
STL030229,TXN030229,2026-06-05,463.92,7.75,0.65,455.52
STL033296,TXN033296,2026-06-10,161.22,1.9,0.21,159.11
STL028432,TXN028432,2026-06-02,228.41,3.87,0.32,224.22
STL043778,TXN043778,2026-06-09,532.98,10.49,0.75,521.74
STL033457,TXN033457,2026-06-02,429.24,8.47,0.6,420.17
STL048143,TXN048143,2026-06-13,312.9,5.26,0.44,307.2
STL032573,TXN032573,2026-06-15,39.5,0.62,0.05,38.83
STL026412,TXN026412,2026-06-12,388.51,6.51,0.54,381.46
STL025678,TXN025678,2026-06-12,343.39,6.8,0.48,336.11
STL003095,TXN003095,2026-06-10,40.66,0.64,0.05,39.97
STL037183,TXN037183,2026-06-13,110.97,2.49,1.22,107.26
STL005395,TXN005395,2026-06-05,609.36,11.98,0.85,596.53
STL011188,TXN011188,2026-06-12,16.04,0.36,0.02,15.66
STL020341,TXN020341,2026-06-07,92.63,1.63,0.13,90.87
STL010201,TXN010201,2026-06-09,447.31,7.48,0.63,439.2
STL021766,TXN021766,2026-06-14,78.82,1.04,0.1,77.68
STL012972,TXN012972,2026-06-15,200.91,2.32,0.26,198.33
STL004396,TXN004396,2026-06-14,82.25,1.07,0.11,81.07
STL033793,TXN033793,2026-06-05,545.28,10.73,0.76,533.79
STL001548,TXN001548,2026-06-14,410.61,8.12,0.58,401.91
STL046363,TXN046363,2026-06-05,225.83,3.83,0.32,221.68
STL035732,TXN035732,2026-06-06,62.15,1.09,0.08,60.98
STL037954,TXN037954,2026-06-09,218.37,2.5,0.28,215.59
STL021036,TXN021036,2026-06-10,216.08,3.67,0.3,212.11
STL017858,TXN017858,2026-06-06,66.35,1.39,0.09,64.87
STL037951,TXN037951,2026-06-08,464.9,9.17,0.65,455.08
STL034717,TXN034717,2026-06-04,511.51,10.07,0.72,500.72
STL045443,TXN045443,2026-06-05,210.48,2.42,0.27,207.79
STL010071,TXN010071,2026-06-11,67.15,0.92,0.09,66.14
STL040288,TXN040288,2026-06-07,184.22,3.14,0.26,180.82
STL019653,TXN019653,2026-06-06,168.19,3.72,1.85,162.62
STL033131,TXN033131,2026-06-15,53.21,0.77,0.07,52.37
STL006493,TXN006493,2026-06-05,174.98,4.6,0.24,170.14
STL008102,TXN008102,2026-06-11,363.41,6.1,0.51,356.8
STL022088,TXN022088,2026-06-02,292.33,4.31,0.38,287.64
STL002655,TXN002655,2026-06-03,116.39,1.85,0.15,114.39
STL022299,TXN022299,2026-06-09,381.97,6.4,0.53,375.04
STL040774,TXN040774,2026-06-04,311.32,5.24,0.44,305.64
STL048512,TXN048512,2026-06-10,387.05,7.65,0.54,378.86
STL023102,TXN023102,2026-06-02,8.73,0.3,0.01,8.42
STL034926,TXN034926,2026-06-02,348.25,6.89,0.49,340.87
STL027007,TXN027007,2026-06-15,109.26,1.36,0.14,107.76
STL005735,TXN005735,2026-06-14,95.33,1.55,0.12,93.66
STL018921,TXN018921,2026-06-13,272.57,5.96,3.0,263.61
STL025181,TXN025181,2026-06-08,202.53,3.44,0.28,198.81
STL014757,TXN014757,2026-06-05,276.63,4.09,0.36,272.18
STL013000,TXN013000,2026-06-04,27.54,0.5,0.04,27.0
STL019632,TXN019632,2026-06-02,619.31,13.42,6.81,599.08
STL012548,TXN012548,2026-06-12,180.64,2.11,0.23,178.3
STL036715,TXN036715,2026-06-15,279.47,6.11,3.07,270.29
STL002912,TXN002912,2026-06-12,128.87,1.56,0.17,127.14
STL009174,TXN009174,2026-06-11,204.34,2.36,0.27,201.71
STL008179,TXN008179,2026-06-05,497.49,9.8,0.7,486.99
STL012150,TXN012150,2026-06-12,107.86,1.34,0.14,106.38
STL041560,TXN041560,2026-06-12,88.93,1.57,0.12,87.24
STL036724,TXN036724,2026-06-15,118.47,2.05,0.17,116.25
STL032757,TXN032757,2026-06-03,46.76,0.7,0.06,46.0
STL029080,TXN029080,2026-06-09,360.36,7.13,0.5,352.73
STL002174,TXN002174,2026-06-03,253.18,4.28,0.35,248.55
STL044734,TXN044734,2026-06-08,146.19,2.27,0.19,143.73
STL039306,TXN039306,2026-06-07,132.55,1.6,0.17,130.78
STL021716,TXN021716,2026-06-02,518.52,10.21,0.73,507.58
STL040839,TXN040839,2026-06-05,141.9,2.87,0.2,138.83
STL005419,TXN005419,2026-06-12,63.58,0.88,0.08,62.62
STL042840,TXN042840,2026-06-09,204.04,2.35,0.27,201.42
STL011659,TXN011659,2026-06-09,246.49,5.4,2.71,238.38
STL047318,TXN047318,2026-06-15,165.67,3.66,1.82,160.19
STL021254,TXN021254,2026-06-07,29.74,0.68,0.04,29.02
STL001989,TXN001989,2026-06-14,364.79,6.12,0.51,358.16
STL021146,TXN021146,2026-06-09,155.8,1.85,0.2,153.75
STL023144,TXN023144,2026-06-09,271.29,5.39,0.38,265.52
STL046541,TXN046541,2026-06-06,66.76,1.4,0.09,65.27
STL040053,TXN040053,2026-06-06,177.55,2.07,0.23,175.25
STL013539,TXN013539,2026-06-08,321.67,6.37,0.45,314.85
STL034056,TXN034056,2026-06-11,249.95,3.72,0.32,245.91
STL014522,TXN014522,2026-06-07,670.13,14.51,7.37,648.25
STL001134,TXN001134,2026-06-05,194.32,2.25,0.25,191.82
STL037019,TXN037019,2026-06-15,596.95,11.74,0.84,584.37
STL009203,TXN009203,2026-06-09,51.14,0.75,0.07,50.32
STL030644,TXN030644,2026-06-15,586.21,11.53,0.82,573.86
STL016017,TXN016017,2026-06-04,458.28,7.66,0.64,449.98
STL030819,TXN030819,2026-06-12,203.93,3.46,0.29,200.18
STL010383,TXN010383,2026-06-02,553.33,12.0,6.09,535.24
STL033900,TXN033900,2026-06-10,452.01,7.56,0.63,443.82
STL010916,TXN010916,2026-06-14,9.6,0.31,0.01,9.28
STL018061,TXN018061,2026-06-13,209.25,2.41,0.27,206.57
STL020628,TXN020628,2026-06-02,168.66,3.39,0.24,165.03
STL046852,TXN046852,2026-06-02,8.17,0.23,0.01,7.93
STL049730,TXN049730,2026-06-14,434.9,8.58,0.61,425.71
STL002731,TXN002731,2026-06-02,337.15,5.66,0.47,331.02
STL019407,TXN019407,2026-06-04,148.08,1.76,0.19,146.13
STL022208,TXN022208,2026-06-03,171.5,2.01,0.22,169.27
STL032923,TXN032923,2026-06-03,230.93,4.6,0.32,226.01
STL018517,TXN018517,2026-06-13,294.32,4.96,0.41,288.95
STL041856,TXN041856,2026-06-08,57.92,1.23,0.08,56.61
STL021746,TXN021746,2026-06-05,35.1,0.78,0.05,34.27
STL024582,TXN024582,2026-06-08,183.5,3.13,0.26,180.11
STL000082,TXN000082,2026-06-02,338.13,7.37,3.72,327.04
STL019827,TXN019827,2026-06-09,323.0,5.43,0.45,317.12
STL045013,TXN045013,2026-06-09,308.25,6.11,0.43,301.71
STL022001,TXN022001,2026-06-04,272.93,5.42,0.38,267.13
STL010289,TXN010289,2026-06-15,171.22,2.01,0.22,168.99
STL024285,TXN024285,2026-06-06,102.75,1.8,0.14,100.81
STL001439,TXN001439,2026-06-13,192.43,3.85,0.27,188.31
STL013577,TXN013577,2026-06-15,180.74,2.11,0.23,178.4
STL013537,TXN013537,2026-06-06,133.91,2.71,0.19,131.01
STL005256,TXN005256,2026-06-10,248.71,4.2,0.35,244.16
STL049561,TXN049561,2026-06-06,288.83,6.31,3.18,279.34
STL045860,TXN045860,2026-06-02,72.52,1.3,0.1,71.12
STL042628,TXN042628,2026-06-10,259.97,3.86,0.34,255.77
STL011273,TXN011273,2026-06-08,43.26,0.66,0.06,42.54
STL048789,TXN048789,2026-06-13,214.37,3.64,0.3,210.43
STL047575,TXN047575,2026-06-04,187.3,2.84,0.24,184.22
STL010994,TXN010994,2026-06-08,129.4,1.57,0.17,127.66
STL022445,TXN022445,2026-06-10,17.51,0.47,0.02,17.02
STL014282,TXN014282,2026-06-14,115.82,1.43,0.15,114.24
STL047146,TXN047146,2026-06-05,353.98,7.0,0.5,346.48
STL019152,TXN019152,2026-06-10,114.33,1.41,0.15,112.77
STL046263,TXN046263,2026-06-03,16.41,0.38,0.02,16.01
STL040469,TXN040469,2026-06-07,118.71,1.46,0.15,117.1
STL023578,TXN023578,2026-06-04,566.68,11.15,0.79,554.74
STL006993,TXN006993,2026-06-03,200.18,2.31,0.26,197.61
STL014626,TXN014626,2026-06-03,49.05,0.73,0.06,48.26
STL038343,TXN038343,2026-06-09,362.57,6.08,0.51,355.98
STL016313,TXN016313,2026-06-15,228.89,3.88,0.32,224.69
STL039895,TXN039895,2026-06-05,110.17,2.25,0.15,107.77
STL042248,TXN042248,2026-06-08,134.62,2.73,0.19,131.7
STL044352,TXN044352,2026-06-13,185.33,3.71,0.26,181.36
STL005519,TXN005519,2026-06-06,479.39,8.01,0.67,470.71
STL032224,TXN032224,2026-06-04,622.27,12.23,0.87,609.17
STL035796,TXN035796,2026-06-10,101.75,1.28,0.13,100.34
STL013749,TXN013749,2026-06-06,70.9,0.95,0.09,69.86
STL002350,TXN002350,2026-06-15,277.85,4.11,0.36,273.38
STL020254,TXN020254,2026-06-03,407.45,6.82,0.57,400.06
STL021793,TXN021793,2026-06-13,447.55,7.48,0.63,439.44
STL019907,TXN019907,2026-06-14,170.1,3.42,0.24,166.44
STL011320,TXN011320,2026-06-13,23.91,0.46,0.03,23.42
STL046399,TXN046399,2026-06-06,184.39,2.15,0.24,182.0
STL002236,TXN002236,2026-06-11,44.58,0.84,0.06,43.68
STL047183,TXN047183,2026-06-04,251.2,5.0,0.35,245.85
STL028962,TXN028962,2026-06-05,266.22,4.1,0.36,261.76
STL009037,TXN009037,2026-06-05,9.14,0.25,0.01,8.88
STL032697,TXN032697,2026-06-05,186.18,2.16,0.24,183.78
STL038011,TXN038011,2026-06-06,140.69,2.19,0.18,138.32
STL015582,TXN015582,2026-06-08,292.5,4.93,0.41,287.16
STL003149,TXN003149,2026-06-02,43.61,1.04,0.48,42.09
STL019031,TXN019031,2026-06-13,82.28,1.07,0.11,81.1
STL035705,TXN035705,2026-06-03,68.34,0.93,0.09,67.32
STL018496,TXN018496,2026-06-07,50.71,0.74,0.07,49.9
STL016942,TXN016942,2026-06-12,493.82,9.73,0.69,483.4
STL003243,TXN003243,2026-06-12,308.25,6.73,3.39,298.13
STL014646,TXN014646,2026-06-11,836.78,18.09,9.2,809.49
STL013874,TXN013874,2026-06-02,287.01,5.7,0.4,280.91
STL009779,TXN009779,2026-06-09,70.15,0.95,0.09,69.11
STL017549,TXN017549,2026-06-15,192.62,2.23,0.25,190.14
STL009226,TXN009226,2026-06-04,505.58,9.96,0.71,494.91
STL026632,TXN026632,2026-06-05,211.92,3.19,0.28,208.45
STL041111,TXN041111,2026-06-02,54.83,0.79,0.07,53.97
STL048223,TXN048223,2026-06-07,49.59,0.73,0.06,48.8
STL015570,TXN015570,2026-06-02,121.28,1.48,0.16,119.64
STL045479,TXN045479,2026-06-14,457.71,9.03,0.64,448.04
STL042511,TXN042511,2026-06-04,234.6,3.97,0.33,230.3
STL042866,TXN042866,2026-06-14,268.53,5.34,0.38,262.81
STL032229,TXN032229,2026-06-10,59.88,1.27,0.08,58.53
STL014586,TXN014586,2026-06-02,89.28,1.47,0.12,87.69
STL023259,TXN023259,2026-06-05,226.42,3.84,0.32,222.26
STL004913,TXN004913,2026-06-14,61.94,0.86,0.08,61.0
STL019579,TXN019579,2026-06-14,377.05,6.32,0.53,370.2
STL028027,TXN028027,2026-06-12,206.79,2.38,0.27,204.14
STL020578,TXN020578,2026-06-07,45.09,0.68,0.06,44.35
STL021409,TXN021409,2026-06-05,42.37,0.81,0.06,41.5
STL033212,TXN033212,2026-06-14,279.45,6.11,3.07,270.27
STL044610,TXN044610,2026-06-07,474.6,9.35,0.66,464.59
STL003749,TXN003749,2026-06-02,90.99,1.17,0.12,89.7
STL007447,TXN007447,2026-06-09,228.73,3.87,0.32,224.54
STL030611,TXN030611,2026-06-12,277.06,4.67,0.39,272.0
STL005237,TXN005237,2026-06-14,56.31,1.03,0.08,55.2
STL035372,TXN035372,2026-06-04,236.08,4.0,0.33,231.75
STL016977,TXN016977,2026-06-11,270.14,4.56,0.38,265.2
STL027703,TXN027703,2026-06-10,92.01,1.51,0.12,90.38
STL017574,TXN017574,2026-06-09,163.66,2.8,0.23,160.63
STL029165,TXN029165,2026-06-07,52.49,0.95,0.07,51.47
STL008759,TXN008759,2026-06-15,56.85,1.04,0.08,55.73
STL037833,TXN037833,2026-06-07,236.21,3.53,0.31,232.37
STL006399,TXN006399,2026-06-15,35.4,0.68,0.05,34.67
STL008093,TXN008093,2026-06-08,77.58,1.02,0.1,76.46
STL035073,TXN035073,2026-06-07,198.58,3.38,0.28,194.92
STL020347,TXN020347,2026-06-13,100.1,1.26,0.13,98.71
STL011755,TXN011755,2026-06-05,233.06,4.64,0.33,228.09
STL039178,TXN039178,2026-06-05,45.86,0.69,0.06,45.11
STL048457,TXN048457,2026-06-07,146.38,1.75,0.19,144.44
STL028415,TXN028415,2026-06-08,52.2,0.76,0.07,51.37
STL015714,TXN015714,2026-06-09,121.07,1.48,0.16,119.43
STL010857,TXN010857,2026-06-12,166.38,2.55,0.22,163.61
STL049788,TXN049788,2026-06-02,20.5,0.43,0.03,20.04
STL009084,TXN009084,2026-06-13,631.69,12.42,0.88,618.39
STL022412,TXN022412,2026-06-16,168.01,1.97,0.22,165.82
STL046010,TXN046010,2026-06-03,87.19,1.54,0.12,85.53
STL007840,TXN007840,2026-06-11,5.16,0.26,0.01,4.89
STL041980,TXN041980,2026-06-11,159.64,1.89,0.21,157.54
STL022568,TXN022568,2026-06-04,64.16,0.88,0.08,63.2
STL033383,TXN033383,2026-06-06,79.26,1.04,0.1,78.12
STL013401,TXN013401,2026-06-07,191.42,2.22,0.25,188.95
STL012479,TXN012479,2026-06-04,472.36,7.89,0.66,463.81
STL021962,TXN021962,2026-06-04,43.31,0.66,0.06,42.59
STL040803,TXN040803,2026-06-10,414.41,6.94,0.58,406.89
STL032912,TXN032912,2026-06-08,116.59,1.43,0.15,115.01
STL042813,TXN042813,2026-06-05,546.85,10.76,0.77,535.32
STL034585,TXN034585,2026-06-11,21.68,0.57,0.24,20.87
STL002248,TXN002248,2026-06-05,246.82,4.91,0.35,241.56
STL013166,TXN013166,2026-06-07,102.18,1.65,0.13,100.4
STL032502,TXN032502,2026-06-05,116.28,1.43,0.15,114.7
STL019843,TXN019843,2026-06-12,37.9,0.61,0.05,37.24
STL040177,TXN040177,2026-06-10,153.05,1.82,0.2,151.03
STL036464,TXN036464,2026-06-15,289.17,4.87,0.4,283.9
STL017450,TXN017450,2026-06-02,607.9,13.17,6.69,588.04
STL008160,TXN008160,2026-06-06,503.85,9.93,0.71,493.21
STL041117,TXN041117,2026-06-10,123.08,1.5,0.16,121.42
STL039690,TXN039690,2026-06-06,250.1,3.72,0.33,246.05
STL037505,TXN037505,2026-06-08,18.07,0.4,0.02,17.65
STL037251,TXN037251,2026-06-13,217.7,2.5,0.28,214.92
STL010708,TXN010708,2026-06-15,26.7,0.49,0.03,26.18
STL034976,TXN034976,2026-06-05,113.59,1.97,0.16,111.46
STL039721,TXN039721,2026-06-11,87.57,1.81,0.12,85.64
STL026400,TXN026400,2026-06-13,227.53,3.85,0.32,223.36
STL021050,TXN021050,2026-06-08,133.21,2.7,0.19,130.32
STL010556,TXN010556,2026-06-13,15.9,0.41,0.02,15.47
STL042745,TXN042745,2026-06-15,362.91,6.09,0.51,356.31
STL042303,TXN042303,2026-06-12,137.45,2.37,0.19,134.89
STL000324,TXN000324,2026-06-15,466.65,9.2,0.65,456.8
STL045168,TXN045168,2026-06-15,707.82,15.32,7.79,684.71
STL034963,TXN034963,2026-06-13,171.26,2.01,0.22,169.03
STL008880,TXN008880,2026-06-14,130.5,1.58,0.17,128.75
STL026146,TXN026146,2026-06-15,124.48,1.52,0.16,122.8
STL013448,TXN013448,2026-06-12,219.62,3.72,0.31,215.59
STL007322,TXN007322,2026-06-09,63.17,0.87,0.08,62.22
STL025122,TXN025122,2026-06-10,95.23,1.21,0.12,93.9
STL005781,TXN005781,2026-06-05,218.85,2.51,0.28,216.06
STL035638,TXN035638,2026-06-11,237.98,4.03,0.33,233.62
STL008964,TXN008964,2026-06-04,202.61,2.34,0.26,200.01
STL015699,TXN015699,2026-06-02,452.13,7.56,0.63,443.94
STL002394,TXN002394,2026-06-15,124.31,1.52,0.16,122.63
STL030083,TXN030083,2026-06-05,111.7,1.94,0.16,109.6
STL036304,TXN036304,2026-06-12,9.97,0.31,0.01,9.65
STL029550,TXN029550,2026-06-02,142.7,2.45,0.2,140.05
STL024493,TXN024493,2026-06-08,325.24,5.47,0.46,319.31
STL016469,TXN016469,2026-06-08,515.44,10.15,0.72,504.57
STL048040,TXN048040,2026-06-04,729.96,15.79,8.03,706.14
STL040751,TXN040751,2026-06-13,216.14,2.48,0.28,213.38
STL016795,TXN016795,2026-06-02,100.27,2.06,0.14,98.07
STL042025,TXN042025,2026-06-03,82.44,1.08,0.11,81.25
STL035774,TXN035774,2026-06-12,429.62,7.19,0.6,421.83
STL031575,TXN031575,2026-06-05,211.87,4.23,0.3,207.34
STL024089,TXN024089,2026-06-12,204.32,3.47,0.29,200.56
STL031035,TXN031035,2026-06-09,196.25,2.27,0.26,193.72
STL037836,TXN037836,2026-06-03,144.92,1.73,0.19,143.0
STL043980,TXN043980,2026-06-13,111.78,2.28,0.16,109.34
STL019300,TXN019300,2026-06-02,77.34,1.02,0.1,76.22
STL029984,TXN029984,2026-06-11,308.55,6.12,0.43,302.0
STL009013,TXN009013,2026-06-06,571.72,11.25,0.8,559.67
STL007414,TXN007414,2026-06-09,168.58,3.39,0.24,164.95
STL008697,TXN008697,2026-06-12,185.32,2.16,0.24,182.92
STL038134,TXN038134,2026-06-08,32.0,0.55,0.04,31.41
STL038388,TXN038388,2026-06-04,167.67,1.97,0.22,165.48
STL046355,TXN046355,2026-06-03,793.85,17.17,8.73,767.95
STL017655,TXN017655,2026-06-10,86.08,1.11,0.11,84.86
STL035645,TXN035645,2026-06-10,79.18,1.04,0.1,78.04
STL034606,TXN034606,2026-06-04,274.3,5.45,0.38,268.47
STL028120,TXN028120,2026-06-14,604.3,11.88,0.85,591.57
STL000998,TXN000998,2026-06-12,589.17,11.59,0.82,576.76
STL000170,TXN000170,2026-06-03,93.55,1.53,0.12,91.9
STL022554,TXN022554,2026-06-05,32.94,0.56,0.04,32.34
STL040412,TXN040412,2026-06-12,99.62,1.74,0.14,97.74
STL043036,TXN043036,2026-06-06,312.96,5.26,0.44,307.26
STL035866,TXN035866,2026-06-04,121.34,1.48,0.16,119.7
STL008423,TXN008423,2026-06-03,28.71,0.62,0.04,28.05
STL023627,TXN023627,2026-06-12,199.15,3.01,0.26,195.88
STL040830,TXN040830,2026-06-09,117.17,1.86,0.15,115.16
STL004665,TXN004665,2026-06-14,44.16,0.84,0.06,43.26
STL002728,TXN002728,2026-06-12,60.25,1.06,0.08,59.11
STL048210,TXN048210,2026-06-15,121.12,2.46,0.17,118.49
STL028994,TXN028994,2026-06-12,181.03,2.11,0.24,178.68
STL015023,TXN015023,2026-06-15,429.56,9.34,4.73,415.49
STL000947,TXN000947,2026-06-05,19.18,0.41,0.02,18.75
STL010549,TXN010549,2026-06-03,237.21,3.54,0.31,233.36
STL036234,TXN036234,2026-06-07,429.45,7.19,0.6,421.66
STL040341,TXN040341,2026-06-14,14.22,0.42,0.02,13.78
STL002498,TXN002498,2026-06-05,222.81,3.34,0.29,219.18
STL048360,TXN048360,2026-06-09,105.3,1.32,0.14,103.84
STL016236,TXN016236,2026-06-08,19.69,0.48,0.03,19.18
STL007233,TXN007233,2026-06-03,145.17,2.25,0.19,142.73
STL046476,TXN046476,2026-06-07,184.75,3.15,0.26,181.34
STL009468,TXN009468,2026-06-07,74.61,0.99,0.1,73.52
STL024239,TXN024239,2026-06-03,170.73,2.0,0.22,168.51
STL035080,TXN035080,2026-06-11,99.21,1.61,0.13,97.47
STL038315,TXN038315,2026-06-15,291.25,4.91,0.41,285.93
STL003898,TXN003898,2026-06-09,156.21,2.68,0.22,153.31
STL048147,TXN048147,2026-06-06,887.72,19.25,9.8,858.67
STL027040,TXN027040,2026-06-03,47.33,1.02,0.07,46.24
STL043699,TXN043699,2026-06-02,402.73,6.75,0.56,395.42
STL012981,TXN012981,2026-06-08,293.33,4.94,0.41,287.98
STL007123,TXN007123,2026-06-02,228.64,4.56,0.32,223.76
STL007004,TXN007004,2026-06-14,105.35,1.32,0.14,103.89
STL038126,TXN038126,2026-06-02,287.86,5.71,0.4,281.75
STL010918,TXN010918,2026-06-04,62.34,1.13,0.09,61.12
STL035603,TXN035603,2026-06-03,143.52,1.72,0.19,141.61
STL030909,TXN030909,2026-06-09,150.21,1.79,0.2,148.22
STL016557,TXN016557,2026-06-02,350.92,5.89,0.49,344.54
STL018138,TXN018138,2026-06-11,180.82,2.11,0.24,178.47
STL027398,TXN027398,2026-06-12,154.71,2.39,0.2,152.12
STL015190,TXN015190,2026-06-07,264.94,4.47,0.37,260.1
STL013081,TXN013081,2026-06-03,118.43,2.05,0.17,116.21
STL045501,TXN045501,2026-06-04,42.97,0.66,0.06,42.25
STL002412,TXN002412,2026-06-08,190.3,2.21,0.25,187.84
STL029646,TXN029646,2026-06-09,55.26,1.01,0.08,54.17
STL034026,TXN034026,2026-06-08,77.06,1.02,0.1,75.94
STL010810,TXN010810,2026-06-14,844.83,18.26,9.29,817.28
STL016347,TXN016347,2026-06-10,140.35,2.84,0.2,137.31
STL005663,TXN005663,2026-06-02,84.32,1.1,0.11,83.11
STL043854,TXN043854,2026-06-02,414.26,8.18,0.58,405.5
STL041018,TXN041018,2026-06-04,879.47,19.01,9.67,850.79
STL033426,TXN033426,2026-06-10,88.53,1.14,0.12,87.27
STL024652,TXN024652,2026-06-02,64.71,0.89,0.08,63.74
STL038776,TXN038776,2026-06-06,431.72,8.52,0.6,422.6
STL021462,TXN021462,2026-06-11,12.46,0.34,0.02,12.1
STL002043,TXN002043,2026-06-05,64.59,0.89,0.08,63.62
