lease,month,payment,interest,liab_end,rou_amort,rou_end,single_cost
Fleet vehicle #108,2024-05,2494.00,373.69,69058.22,2267.09,68012.62,2640.77
Fleet vehicle #108,2024-06,2494.00,362.56,66926.78,2267.09,65745.53,2629.64
Fleet vehicle #108,2024-07,2494.00,351.37,64784.14,2267.09,63478.45,2618.45
Fleet vehicle #108,2024-08,2494.00,340.12,62630.26,2267.09,61211.36,2607.20
Fleet vehicle #108,2024-09,2494.00,328.81,60465.07,2267.09,58944.27,2595.90
Fleet vehicle #108,2024-10,2494.00,317.44,58288.51,2267.09,56677.19,2584.53
Fleet vehicle #108,2024-11,2494.00,306.01,56100.52,2267.09,54410.10,2573.10
Fleet vehicle #108,2024-12,2494.00,294.53,53901.05,2267.09,52143.01,2561.62
Fleet vehicle #108,2025-01,2494.00,282.98,51690.03,2267.09,49875.92,2550.07
Fleet vehicle #108,2025-02,2494.00,271.37,49467.41,2267.09,47608.84,2538.46
Fleet vehicle #108,2025-03,2494.00,259.70,47233.11,2267.09,45341.75,2526.79
Fleet vehicle #108,2025-04,2494.00,247.97,44987.08,2267.09,43074.66,2515.06
Fleet vehicle #108,2025-05,2494.00,236.18,42729.27,2267.09,40807.57,2503.27
Fleet vehicle #108,2025-06,2494.00,224.33,40459.59,2267.09,38540.49,2491.42
Fleet vehicle #108,2025-07,2494.00,212.41,38178.01,2267.09,36273.40,2479.50
Fleet vehicle #108,2025-08,2494.00,200.43,35884.44,2267.09,34006.31,2467.52
Fleet vehicle #108,2025-09,2494.00,188.39,33578.83,2267.09,31739.22,2455.48
Fleet vehicle #108,2025-10,2494.00,176.29,31261.12,2267.09,29472.14,2443.38
Fleet vehicle #108,2025-11,2494.00,164.12,28931.24,2267.09,27205.05,2431.21
Fleet vehicle #108,2025-12,2494.00,151.89,26589.13,2267.09,24937.96,2418.98
Fleet vehicle #108,2026-01,2494.00,139.59,24234.73,2267.09,22670.87,2406.68
Fleet vehicle #108,2026-02,2494.00,127.23,21867.96,2267.09,20403.79,2394.32
Fleet vehicle #108,2026-03,2494.00,114.81,19488.77,2267.09,18136.70,2381.89
Fleet vehicle #108,2026-04,2494.00,102.32,17097.08,2267.09,15869.61,2369.40
Fleet vehicle #108,2026-05,2494.00,89.76,14692.84,2267.09,13602.52,2356.85
Fleet vehicle #108,2026-06,2494.00,77.14,12275.98,2267.09,11335.44,2344.22
Fleet vehicle #108,2026-07,2494.00,64.45,9846.43,2267.09,9068.35,2331.54
Fleet vehicle #108,2026-08,2494.00,51.69,7404.12,2267.09,6801.26,2318.78
Fleet vehicle #108,2026-09,2494.00,38.87,4948.99,2267.09,4534.17,2305.96
Fleet vehicle #108,2026-10,2494.00,25.98,2480.97,2267.09,2267.09,2293.07
Fleet vehicle #108,2026-11,2494.00,13.03,0.00,2267.09,-0.00,2280.11
Fleet vehicle #109,2024-11,3703.00,681.60,117261.58,3341.19,116941.78,4022.80
Fleet vehicle #109,2024-12,3703.00,664.48,114223.06,3341.19,113600.59,4005.68
Fleet vehicle #109,2025-01,3703.00,647.26,111167.33,3341.19,110259.40,3988.46
Fleet vehicle #109,2025-02,3703.00,629.95,108094.28,3341.19,106918.20,3971.14
Fleet vehicle #109,2025-03,3703.00,612.53,105003.81,3341.19,103577.01,3953.73
Fleet vehicle #109,2025-04,3703.00,595.02,101895.83,3341.19,100235.82,3936.22
Fleet vehicle #109,2025-05,3703.00,577.41,98770.24,3341.19,96894.62,3918.60
Fleet vehicle #109,2025-06,3703.00,559.70,95626.94,3341.19,93553.43,3900.89
Fleet vehicle #109,2025-07,3703.00,541.89,92465.83,3341.19,90212.23,3883.08
Fleet vehicle #109,2025-08,3703.00,523.97,89286.80,3341.19,86871.04,3865.17
Fleet vehicle #109,2025-09,3703.00,505.96,86089.76,3341.19,83529.85,3847.15
Fleet vehicle #109,2025-10,3703.00,487.84,82874.60,3341.19,80188.65,3829.04
Fleet vehicle #109,2025-11,3703.00,469.62,79641.22,3341.19,76847.46,3810.82
Fleet vehicle #109,2025-12,3703.00,451.30,76389.52,3341.19,73506.26,3792.49
Fleet vehicle #109,2026-01,3703.00,432.87,73119.40,3341.19,70165.07,3774.07
Fleet vehicle #109,2026-02,3703.00,414.34,69830.74,3341.19,66823.88,3755.54
Fleet vehicle #109,2026-03,3703.00,395.71,66523.45,3341.19,63482.68,3736.90
Fleet vehicle #109,2026-04,3703.00,376.97,63197.41,3341.19,60141.49,3718.16
Fleet vehicle #109,2026-05,3703.00,358.12,59852.53,3341.19,56800.30,3699.31
Fleet vehicle #109,2026-06,3703.00,339.16,56488.70,3341.19,53459.10,3680.36
Fleet vehicle #109,2026-07,3703.00,320.10,53105.80,3341.19,50117.91,3661.30
Fleet vehicle #109,2026-08,3703.00,300.93,49703.73,3341.19,46776.71,3642.13
Fleet vehicle #109,2026-09,3703.00,281.65,46282.39,3341.19,43435.52,3622.85
Fleet vehicle #109,2026-10,3703.00,262.27,42841.65,3341.19,40094.33,3603.46
Fleet vehicle #109,2026-11,3703.00,242.77,39381.42,3341.19,36753.13,3583.96
Fleet vehicle #109,2026-12,3703.00,223.16,35901.58,3341.19,33411.94,3564.36
Fleet vehicle #109,2027-01,3703.00,203.44,32402.03,3341.19,30070.74,3544.64
Fleet vehicle #109,2027-02,3703.00,183.61,28882.64,3341.19,26729.55,3524.81
Fleet vehicle #109,2027-03,3703.00,163.67,25343.31,3341.19,23388.36,3504.86
Fleet vehicle #109,2027-04,3703.00,143.61,21783.92,3341.19,20047.16,3484.81
Fleet vehicle #109,2027-05,3703.00,123.44,18204.36,3341.19,16705.97,3464.64
Fleet vehicle #109,2027-06,3703.00,103.16,14604.52,3341.19,13364.78,3444.35
Fleet vehicle #109,2027-07,3703.00,82.76,10984.28,3341.19,10023.58,3423.95
Fleet vehicle #109,2027-08,3703.00,62.24,7343.52,3341.19,6682.39,3403.44
Fleet vehicle #109,2027-09,3703.00,41.61,3682.13,3341.19,3341.19,3382.81
Fleet vehicle #109,2027-10,3703.00,20.87,-0.00,3341.19,0.00,3362.06
Lab equipment #201,2023-11,4555.00,513.87,98732.72,4282.24,98491.61,4796.11
Lab equipment #201,2023-12,4555.00,493.66,94671.39,4282.24,94209.37,4775.91
Lab equipment #201,2024-01,4555.00,473.36,90589.75,4282.24,89927.12,4755.60
Lab equipment #201,2024-02,4555.00,452.95,86487.69,4282.24,85644.88,4735.19
Lab equipment #201,2024-03,4555.00,432.44,82365.13,4282.24,81362.64,4714.68
Lab equipment #201,2024-04,4555.00,411.83,78221.96,4282.24,77080.39,4694.07
Lab equipment #201,2024-05,4555.00,391.11,74058.07,4282.24,72798.15,4673.35
Lab equipment #201,2024-06,4555.00,370.29,69873.36,4282.24,68515.90,4652.53
Lab equipment #201,2024-07,4555.00,349.37,65667.73,4282.24,64233.66,4631.61
Lab equipment #201,2024-08,4555.00,328.34,61441.06,4282.24,59951.42,4610.58
Lab equipment #201,2024-09,4555.00,307.21,57193.27,4282.24,55669.17,4589.45
Lab equipment #201,2024-10,4555.00,285.97,52924.24,4282.24,51386.93,4568.21
Lab equipment #201,2024-11,4555.00,264.62,48633.86,4282.24,47104.68,4546.87
Lab equipment #201,2024-12,4555.00,243.17,44322.03,4282.24,42822.44,4525.41
Lab equipment #201,2025-01,4555.00,221.61,39988.64,4282.24,38540.20,4503.85
Lab equipment #201,2025-02,4555.00,199.94,35633.58,4282.24,34257.95,4482.19
Lab equipment #201,2025-03,4555.00,178.17,31256.75,4282.24,29975.71,4460.41
Lab equipment #201,2025-04,4555.00,156.28,26858.03,4282.24,25693.46,4438.53
Lab equipment #201,2025-05,4555.00,134.29,22437.32,4282.24,21411.22,4416.53
Lab equipment #201,2025-06,4555.00,112.19,17994.51,4282.24,17128.98,4394.43
Lab equipment #201,2025-07,4555.00,89.97,13529.48,4282.24,12846.73,4372.22
Lab equipment #201,2025-08,4555.00,67.65,9042.13,4282.24,8564.49,4349.89
Lab equipment #201,2025-09,4555.00,45.21,4532.34,4282.24,4282.24,4327.45
Lab equipment #201,2025-10,4555.00,22.66,0.00,4282.24,0.00,4304.91
Lab equipment #202,2024-06,8869.00,1078.44,191305.88,8295.68,190800.75,9374.12
Lab equipment #202,2024-07,8869.00,1036.24,183473.12,8295.68,182505.07,9331.93
Lab equipment #202,2024-08,8869.00,993.81,175597.93,8295.68,174209.38,9289.50
Lab equipment #202,2024-09,8869.00,951.16,167680.09,8295.68,165913.70,9246.84
Lab equipment #202,2024-10,8869.00,908.27,159719.35,8295.68,157618.01,9203.95
Lab equipment #202,2024-11,8869.00,865.15,151715.50,8295.68,149322.33,9160.83
Lab equipment #202,2024-12,8869.00,821.79,143668.29,8295.68,141026.64,9117.48
Lab equipment #202,2025-01,8869.00,778.20,135577.49,8295.68,132730.96,9073.89
Lab equipment #202,2025-02,8869.00,734.38,127442.87,8295.68,124435.27,9030.06
Lab equipment #202,2025-03,8869.00,690.32,119264.19,8295.68,116139.59,8986.00
Lab equipment #202,2025-04,8869.00,646.01,111041.20,8295.68,107843.90,8941.70
Lab equipment #202,2025-05,8869.00,601.47,102773.68,8295.68,99548.22,8897.16
Lab equipment #202,2025-06,8869.00,556.69,94461.37,8295.68,91252.53,8852.38
Lab equipment #202,2025-07,8869.00,511.67,86104.03,8295.68,82956.85,8807.35
Lab equipment #202,2025-08,8869.00,466.40,77701.43,8295.68,74661.16,8762.08
Lab equipment #202,2025-09,8869.00,420.88,69253.31,8295.68,66365.48,8716.57
Lab equipment #202,2025-10,8869.00,375.12,60759.43,8295.68,58069.79,8670.81
Lab equipment #202,2025-11,8869.00,329.11,52219.55,8295.68,49774.11,8624.80
Lab equipment #202,2025-12,8869.00,282.86,43633.40,8295.68,41478.42,8578.54
Lab equipment #202,2026-01,8869.00,236.35,35000.75,8295.68,33182.74,8532.03
Lab equipment #202,2026-02,8869.00,189.59,26321.34,8295.68,24887.05,8485.27
Lab equipment #202,2026-03,8869.00,142.57,17594.91,8295.68,16591.37,8438.26
Lab equipment #202,2026-04,8869.00,95.31,8821.22,8295.68,8295.68,8390.99
Lab equipment #202,2026-05,8869.00,47.78,0.00,8295.68,-0.00,8343.47
Lab equipment #203,2024-03,4191.00,509.61,90400.60,3920.08,90161.91,4429.69
Lab equipment #203,2024-04,4191.00,489.67,86699.27,3920.08,86241.82,4409.75
Lab equipment #203,2024-05,4191.00,469.62,82977.89,3920.08,82321.74,4389.70
Lab equipment #203,2024-06,4191.00,449.46,79236.36,3920.08,78401.66,4369.55
Lab equipment #203,2024-07,4191.00,429.20,75474.55,3920.08,74481.58,4349.28
Lab equipment #203,2024-08,4191.00,408.82,71692.37,3920.08,70561.49,4328.90
Lab equipment #203,2024-09,4191.00,388.33,67889.71,3920.08,66641.41,4308.42
Lab equipment #203,2024-10,4191.00,367.74,64066.44,3920.08,62721.33,4287.82
Lab equipment #203,2024-11,4191.00,347.03,60222.47,3920.08,58801.24,4267.11
Lab equipment #203,2024-12,4191.00,326.21,56357.67,3920.08,54881.16,4246.29
Lab equipment #203,2025-01,4191.00,305.27,52471.95,3920.08,50961.08,4225.35
Lab equipment #203,2025-02,4191.00,284.22,48565.17,3920.08,47041.00,4204.31
Lab equipment #203,2025-03,4191.00,263.06,44637.23,3920.08,43120.91,4183.14
Lab equipment #203,2025-04,4191.00,241.78,40688.01,3920.08,39200.83,4161.87
Lab equipment #203,2025-05,4191.00,220.39,36717.41,3920.08,35280.75,4140.48
Lab equipment #203,2025-06,4191.00,198.89,32725.29,3920.08,31360.66,4118.97
Lab equipment #203,2025-07,4191.00,177.26,28711.56,3920.08,27440.58,4097.34
Lab equipment #203,2025-08,4191.00,155.52,24676.08,3920.08,23520.50,4075.60
Lab equipment #203,2025-09,4191.00,133.66,20618.74,3920.08,19600.41,4053.75
Lab equipment #203,2025-10,4191.00,111.68,16539.42,3920.08,15680.33,4031.77
Lab equipment #203,2025-11,4191.00,89.59,12438.01,3920.08,11760.25,4009.67
Lab equipment #203,2025-12,4191.00,67.37,8314.38,3920.08,7840.17,3987.46
Lab equipment #203,2026-01,4191.00,45.04,4168.42,3920.08,3920.08,3965.12
Lab equipment #203,2026-02,4191.00,22.58,0.00,3920.08,0.00,3942.66
Lab equipment #204,2024-07,8095.00,984.32,174610.56,7571.72,174149.52,8556.04
Lab equipment #204,2024-08,8095.00,945.81,167461.37,7571.72,166577.80,8517.53
Lab equipment #204,2024-09,8095.00,907.08,160273.45,7571.72,159006.08,8478.80
Lab equipment #204,2024-10,8095.00,868.15,153046.60,7571.72,151434.37,8439.87
Lab equipment #204,2024-11,8095.00,829.00,145780.60,7571.72,143862.65,8400.72
Lab equipment #204,2024-12,8095.00,789.64,138475.25,7571.72,136290.93,8361.36
Lab equipment #204,2025-01,8095.00,750.07,131130.32,7571.72,128719.21,8321.79
Lab equipment #204,2025-02,8095.00,710.29,123745.61,7571.72,121147.49,8282.01
Lab equipment #204,2025-03,8095.00,670.29,116320.90,7571.72,113575.77,8242.01
Lab equipment #204,2025-04,8095.00,630.07,108855.97,7571.72,106004.06,8201.79
Lab equipment #204,2025-05,8095.00,589.64,101350.61,7571.72,98432.34,8161.35
Lab equipment #204,2025-06,8095.00,548.98,93804.59,7571.72,90860.62,8120.70
Lab equipment #204,2025-07,8095.00,508.11,86217.70,7571.72,83288.90,8079.83
Lab equipment #204,2025-08,8095.00,467.01,78589.71,7571.72,75717.18,8038.73
Lab equipment #204,2025-09,8095.00,425.69,70920.40,7571.72,68145.46,7997.41
Lab equipment #204,2025-10,8095.00,384.15,63209.56,7571.72,60573.75,7955.87
Lab equipment #204,2025-11,8095.00,342.39,55456.94,7571.72,53002.03,7914.10
Lab equipment #204,2025-12,8095.00,300.39,47662.33,7571.72,45430.31,7872.11
Lab equipment #204,2026-01,8095.00,258.17,39825.50,7571.72,37858.59,7829.89
Lab equipment #204,2026-02,8095.00,215.72,31946.23,7571.72,30286.87,7787.44
Lab equipment #204,2026-03,8095.00,173.04,24024.27,7571.72,22715.15,7744.76
Lab equipment #204,2026-04,8095.00,130.13,16059.40,7571.72,15143.44,7701.85
Lab equipment #204,2026-05,8095.00,86.99,8051.39,7571.72,7571.72,7658.71
Lab equipment #204,2026-06,8095.00,43.61,0.00,7571.72,0.00,7615.33
Lab equipment #205,2022-12,4867.00,1074.61,254113.38,4298.43,253607.34,5373.04
Lab equipment #205,2023-01,4867.00,1058.81,250305.18,4298.43,249308.91,5357.24
Lab equipment #205,2023-02,4867.00,1042.94,246481.12,4298.43,245010.48,5341.37
Lab equipment #205,2023-03,4867.00,1027.00,242641.12,4298.43,240712.05,5325.43
Lab equipment #205,2023-04,4867.00,1011.00,238785.13,4298.43,236413.62,5309.43
Lab equipment #205,2023-05,4867.00,994.94,234913.07,4298.43,232115.19,5293.37
Lab equipment #205,2023-06,4867.00,978.80,231024.87,4298.43,227816.76,5277.23
Lab equipment #205,2023-07,4867.00,962.60,227120.47,4298.43,223518.33,5261.03
Lab equipment #205,2023-08,4867.00,946.34,223199.81,4298.43,219219.90,5244.76
Lab equipment #205,2023-09,4867.00,930.00,219262.81,4298.43,214921.47,5228.43
Lab equipment #205,2023-10,4867.00,913.60,215309.40,4298.43,210623.04,5212.02
Lab equipment #205,2023-11,4867.00,897.12,211339.53,4298.43,206324.61,5195.55
Lab equipment #205,2023-12,4867.00,880.58,207353.11,4298.43,202026.18,5179.01
Lab equipment #205,2024-01,4867.00,863.97,203350.08,4298.43,197727.76,5162.40
Lab equipment #205,2024-02,4867.00,847.29,199330.37,4298.43,193429.33,5145.72
Lab equipment #205,2024-03,4867.00,830.54,195293.91,4298.43,189130.90,5128.97
Lab equipment #205,2024-04,4867.00,813.72,191240.64,4298.43,184832.47,5112.15
Lab equipment #205,2024-05,4867.00,796.84,187170.48,4298.43,180534.04,5095.27
Lab equipment #205,2024-06,4867.00,779.88,183083.35,4298.43,176235.61,5078.31
Lab equipment #205,2024-07,4867.00,762.85,178979.20,4298.43,171937.18,5061.28
Lab equipment #205,2024-08,4867.00,745.75,174857.95,4298.43,167638.75,5044.18
Lab equipment #205,2024-09,4867.00,728.57,170719.52,4298.43,163340.32,5027.00
Lab equipment #205,2024-10,4867.00,711.33,166563.85,4298.43,159041.89,5009.76
Lab equipment #205,2024-11,4867.00,694.02,162390.87,4298.43,154743.46,4992.45
Lab equipment #205,2024-12,4867.00,676.63,158200.50,4298.43,150445.03,4975.06
Lab equipment #205,2025-01,4867.00,659.17,153992.67,4298.43,146146.60,4957.60
Lab equipment #205,2025-02,4867.00,641.64,149767.30,4298.43,141848.17,4940.07
Lab equipment #205,2025-03,4867.00,624.03,145524.33,4298.43,137549.74,4922.46
Lab equipment #205,2025-04,4867.00,606.35,141263.68,4298.43,133251.31,4904.78
Lab equipment #205,2025-05,4867.00,588.60,136985.28,4298.43,128952.88,4887.03
Lab equipment #205,2025-06,4867.00,570.77,132689.05,4298.43,124654.45,4869.20
Lab equipment #205,2025-07,4867.00,552.87,128374.93,4298.43,120356.02,4851.30
Lab equipment #205,2025-08,4867.00,534.90,124042.82,4298.43,116057.60,4833.32
Lab equipment #205,2025-09,4867.00,516.85,119692.67,4298.43,111759.17,4815.27
Lab equipment #205,2025-10,4867.00,498.72,115324.39,4298.43,107460.74,4797.15
Lab equipment #205,2025-11,4867.00,480.52,110937.90,4298.43,103162.31,4778.95
Lab equipment #205,2025-12,4867.00,462.24,106533.14,4298.43,98863.88,4760.67
Lab equipment #205,2026-01,4867.00,443.89,102110.03,4298.43,94565.45,4742.32
Lab equipment #205,2026-02,4867.00,425.46,97668.49,4298.43,90267.02,4723.89
Lab equipment #205,2026-03,4867.00,406.95,93208.44,4298.43,85968.59,4705.38
Lab equipment #205,2026-04,4867.00,388.37,88729.81,4298.43,81670.16,4686.80
Lab equipment #205,2026-05,4867.00,369.71,84232.52,4298.43,77371.73,4668.14
Lab equipment #205,2026-06,4867.00,350.97,79716.49,4298.43,73073.30,4649.40
Lab equipment #205,2026-07,4867.00,332.15,75181.64,4298.43,68774.87,4630.58
Lab equipment #205,2026-08,4867.00,313.26,70627.90,4298.43,64476.44,4611.69
Lab equipment #205,2026-09,4867.00,294.28,66055.18,4298.43,60178.01,4592.71
Lab equipment #205,2026-10,4867.00,275.23,61463.41,4298.43,55879.58,4573.66
Lab equipment #205,2026-11,4867.00,256.10,56852.51,4298.43,51581.15,4554.53
Lab equipment #205,2026-12,4867.00,236.89,52222.39,4298.43,47282.72,4535.31
Lab equipment #205,2027-01,4867.00,217.59,47572.99,4298.43,42984.29,4516.02
Lab equipment #205,2027-02,4867.00,198.22,42904.21,4298.43,38685.87,4496.65
Lab equipment #205,2027-03,4867.00,178.77,38215.97,4298.43,34387.44,4477.20
Lab equipment #205,2027-04,4867.00,159.23,33508.21,4298.43,30089.01,4457.66
Lab equipment #205,2027-05,4867.00,139.62,28780.83,4298.43,25790.58,4438.05
Lab equipment #205,2027-06,4867.00,119.92,24033.75,4298.43,21492.15,4418.35
Lab equipment #205,2027-07,4867.00,100.14,19266.89,4298.43,17193.72,4398.57
Lab equipment #205,2027-08,4867.00,80.28,14480.16,4298.43,12895.29,4378.71
Lab equipment #205,2027-09,4867.00,60.33,9673.50,4298.43,8596.86,4358.76
Lab equipment #205,2027-10,4867.00,40.31,4846.80,4298.43,4298.43,4338.74
Lab equipment #205,2027-11,4867.00,20.20,0.00,4298.43,-0.00,4318.62
Lab equipment #206,2022-05,4596.00,638.95,149391.72,4259.69,149089.08,4898.64
Lab equipment #206,2022-06,4596.00,622.47,145418.18,4259.69,144829.39,4882.15
Lab equipment #206,2022-07,4596.00,605.91,141428.09,4259.69,140569.70,4865.60
Lab equipment #206,2022-08,4596.00,589.28,137421.37,4259.69,136310.01,4848.97
Lab equipment #206,2022-09,4596.00,572.59,133397.96,4259.69,132050.32,4832.28
Lab equipment #206,2022-10,4596.00,555.82,129357.79,4259.69,127790.64,4815.51
Lab equipment #206,2022-11,4596.00,538.99,125300.78,4259.69,123530.95,4798.68
Lab equipment #206,2022-12,4596.00,522.09,121226.87,4259.69,119271.26,4781.77
Lab equipment #206,2023-01,4596.00,505.11,117135.98,4259.69,115011.57,4764.80
Lab equipment #206,2023-02,4596.00,488.07,113028.04,4259.69,110751.88,4747.75
Lab equipment #206,2023-03,4596.00,470.95,108902.99,4259.69,106492.20,4730.64
Lab equipment #206,2023-04,4596.00,453.76,104760.76,4259.69,102232.51,4713.45
Lab equipment #206,2023-05,4596.00,436.50,100601.26,4259.69,97972.82,4696.19
Lab equipment #206,2023-06,4596.00,419.17,96424.43,4259.69,93713.13,4678.86
Lab equipment #206,2023-07,4596.00,401.77,92230.20,4259.69,89453.45,4661.46
Lab equipment #206,2023-08,4596.00,384.29,88018.49,4259.69,85193.76,4643.98
Lab equipment #206,2023-09,4596.00,366.74,83789.24,4259.69,80934.07,4626.43
Lab equipment #206,2023-10,4596.00,349.12,79542.36,4259.69,76674.38,4608.81
Lab equipment #206,2023-11,4596.00,331.43,75277.79,4259.69,72414.69,4591.11
Lab equipment #206,2023-12,4596.00,313.66,70995.44,4259.69,68155.01,4573.35
Lab equipment #206,2024-01,4596.00,295.81,66695.26,4259.69,63895.32,4555.50
Lab equipment #206,2024-02,4596.00,277.90,62377.15,4259.69,59635.63,4537.58
Lab equipment #206,2024-03,4596.00,259.90,58041.06,4259.69,55375.94,4519.59
Lab equipment #206,2024-04,4596.00,241.84,53686.90,4259.69,51116.25,4501.53
Lab equipment #206,2024-05,4596.00,223.70,49314.59,4259.69,46856.57,4483.38
Lab equipment #206,2024-06,4596.00,205.48,44924.07,4259.69,42596.88,4465.17
Lab equipment #206,2024-07,4596.00,187.18,40515.25,4259.69,38337.19,4446.87
Lab equipment #206,2024-08,4596.00,168.81,36088.07,4259.69,34077.50,4428.50
Lab equipment #206,2024-09,4596.00,150.37,31642.43,4259.69,29817.82,4410.05
Lab equipment #206,2024-10,4596.00,131.84,27178.28,4259.69,25558.13,4391.53
Lab equipment #206,2024-11,4596.00,113.24,22695.52,4259.69,21298.44,4372.93
Lab equipment #206,2024-12,4596.00,94.56,18194.08,4259.69,17038.75,4354.25
Lab equipment #206,2025-01,4596.00,75.81,13673.89,4259.69,12779.06,4335.50
Lab equipment #206,2025-02,4596.00,56.97,9134.87,4259.69,8519.38,4316.66
Lab equipment #206,2025-03,4596.00,38.06,4576.93,4259.69,4259.69,4297.75
Lab equipment #206,2025-04,4596.00,19.07,-0.00,4259.69,0.00,4278.76
Lab equipment #207,2023-04,2765.00,715.11,140971.28,2383.69,140637.49,3098.79
Lab equipment #207,2023-05,2765.00,704.86,138911.14,2383.69,138253.80,3088.54
Lab equipment #207,2023-06,2765.00,694.56,136840.69,2383.69,135870.12,3078.24
Lab equipment #207,2023-07,2765.00,684.20,134759.90,2383.69,133486.43,3067.89
Lab equipment #207,2023-08,2765.00,673.80,132668.70,2383.69,131102.74,3057.49
Lab equipment #207,2023-09,2765.00,663.34,130567.04,2383.69,128719.06,3047.03
Lab equipment #207,2023-10,2765.00,652.84,128454.88,2383.69,126335.37,3036.52
Lab equipment #207,2023-11,2765.00,642.27,126332.15,2383.69,123951.69,3025.96
Lab equipment #207,2023-12,2765.00,631.66,124198.81,2383.69,121568.00,3015.35
Lab equipment #207,2024-01,2765.00,620.99,122054.80,2383.69,119184.31,3004.68
Lab equipment #207,2024-02,2765.00,610.27,119900.08,2383.69,116800.63,2993.96
Lab equipment #207,2024-03,2765.00,599.50,117734.58,2383.69,114416.94,2983.19
Lab equipment #207,2024-04,2765.00,588.67,115558.25,2383.69,112033.25,2972.36
Lab equipment #207,2024-05,2765.00,577.79,113371.04,2383.69,109649.57,2961.48
Lab equipment #207,2024-06,2765.00,566.86,111172.90,2383.69,107265.88,2950.54
Lab equipment #207,2024-07,2765.00,555.86,108963.76,2383.69,104882.20,2939.55
Lab equipment #207,2024-08,2765.00,544.82,106743.58,2383.69,102498.51,2928.51
Lab equipment #207,2024-09,2765.00,533.72,104512.30,2383.69,100114.82,2917.40
Lab equipment #207,2024-10,2765.00,522.56,102269.86,2383.69,97731.14,2906.25
Lab equipment #207,2024-11,2765.00,511.35,100016.21,2383.69,95347.45,2895.04
Lab equipment #207,2024-12,2765.00,500.08,97751.29,2383.69,92963.76,2883.77
Lab equipment #207,2025-01,2765.00,488.76,95475.05,2383.69,90580.08,2872.44
Lab equipment #207,2025-02,2765.00,477.38,93187.42,2383.69,88196.39,2861.06
Lab equipment #207,2025-03,2765.00,465.94,90888.36,2383.69,85812.71,2849.62
Lab equipment #207,2025-04,2765.00,454.44,88577.80,2383.69,83429.02,2838.13
Lab equipment #207,2025-05,2765.00,442.89,86255.69,2383.69,81045.33,2826.58
Lab equipment #207,2025-06,2765.00,431.28,83921.97,2383.69,78661.65,2814.96
Lab equipment #207,2025-07,2765.00,419.61,81576.58,2383.69,76277.96,2803.30
Lab equipment #207,2025-08,2765.00,407.88,79219.46,2383.69,73894.27,2791.57
Lab equipment #207,2025-09,2765.00,396.10,76850.56,2383.69,71510.59,2779.78
Lab equipment #207,2025-10,2765.00,384.25,74469.81,2383.69,69126.90,2767.94
Lab equipment #207,2025-11,2765.00,372.35,72077.16,2383.69,66743.22,2756.04
Lab equipment #207,2025-12,2765.00,360.39,69672.55,2383.69,64359.53,2744.07
Lab equipment #207,2026-01,2765.00,348.36,67255.91,2383.69,61975.84,2732.05
Lab equipment #207,2026-02,2765.00,336.28,64827.19,2383.69,59592.16,2719.97
Lab equipment #207,2026-03,2765.00,324.14,62386.33,2383.69,57208.47,2707.82
Lab equipment #207,2026-04,2765.00,311.93,59933.26,2383.69,54824.78,2695.62
Lab equipment #207,2026-05,2765.00,299.67,57467.92,2383.69,52441.10,2683.35
Lab equipment #207,2026-06,2765.00,287.34,54990.26,2383.69,50057.41,2671.03
Lab equipment #207,2026-07,2765.00,274.95,52500.21,2383.69,47673.73,2658.64
Lab equipment #207,2026-08,2765.00,262.50,49997.72,2383.69,45290.04,2646.19
Lab equipment #207,2026-09,2765.00,249.99,47482.70,2383.69,42906.35,2633.67
Lab equipment #207,2026-10,2765.00,237.41,44955.12,2383.69,40522.67,2621.10
Lab equipment #207,2026-11,2765.00,224.78,42414.89,2383.69,38138.98,2608.46
Lab equipment #207,2026-12,2765.00,212.07,39861.97,2383.69,35755.29,2595.76
Lab equipment #207,2027-01,2765.00,199.31,37296.28,2383.69,33371.61,2583.00
Lab equipment #207,2027-02,2765.00,186.48,34717.76,2383.69,30987.92,2570.17
Lab equipment #207,2027-03,2765.00,173.59,32126.35,2383.69,28604.24,2557.28
Lab equipment #207,2027-04,2765.00,160.63,29521.98,2383.69,26220.55,2544.32
Lab equipment #207,2027-05,2765.00,147.61,26904.59,2383.69,23836.86,2531.30
Lab equipment #207,2027-06,2765.00,134.52,24274.11,2383.69,21453.18,2518.21
Lab equipment #207,2027-07,2765.00,121.37,21630.48,2383.69,19069.49,2505.06
Lab equipment #207,2027-08,2765.00,108.15,18973.63,2383.69,16685.80,2491.84
Lab equipment #207,2027-09,2765.00,94.87,16303.50,2383.69,14302.12,2478.55
Lab equipment #207,2027-10,2765.00,81.52,13620.02,2383.69,11918.43,2465.20
Lab equipment #207,2027-11,2765.00,68.10,10923.12,2383.69,9534.75,2451.79
Lab equipment #207,2027-12,2765.00,54.62,8212.74,2383.69,7151.06,2438.30
Lab equipment #207,2028-01,2765.00,41.06,5488.80,2383.69,4767.37,2424.75
Lab equipment #207,2028-02,2765.00,27.44,2751.24,2383.69,2383.69,2411.13
Lab equipment #207,2028-03,2765.00,13.76,0.00,2383.69,-0.00,2397.44
Lab equipment #208,2023-09,5564.00,627.70,120603.49,5230.82,120308.96,5858.52
Lab equipment #208,2023-10,5564.00,603.02,115642.50,5230.82,115078.14,5833.84
