deal_id,segment,close_date,days_to_quarter_end,list_price,standard_discount,negotiated_discount,realized_price
D0760,enterprise,2025-10-03,89,188311.82,11298.71,14684.65,162328.46
D0761,enterprise,2026-03-09,22,389784.69,23387.08,78023.51,288374.1
D0762,enterprise,2026-04-23,68,338259.21,20295.55,39826.33,278137.33
D0763,enterprise,2025-07-30,62,405945.2,24356.71,69147.93,312440.56
D0764,mid_market,2025-11-02,59,52197.48,2087.9,4012.09,46097.49
D0765,enterprise,2025-12-27,4,248755.9,14925.35,46365.37,187465.18
D0766,enterprise,2026-06-25,5,259178.49,15550.71,44864.76,198763.02
D0767,mid_market,2026-05-14,47,43413.64,1736.55,2187.83,39489.26
D0768,mid_market,2025-10-16,76,61927.63,2477.11,5920.87,53529.65
D0769,enterprise,2025-07-06,86,175827.74,10549.66,17310.41,147967.67
D0770,mid_market,2026-03-09,22,52291.21,2091.65,5475.15,44724.41
D0771,mid_market,2025-10-22,70,36867.42,1474.7,1944.72,33448.0
D0772,enterprise,2026-04-25,66,406062.91,24363.77,76182.81,305516.33
D0773,enterprise,2025-08-28,33,394889.85,23693.39,52523.51,318672.95
D0774,smb,2025-08-20,41,19085.74,381.71,1871.77,16832.26
D0775,smb,2025-07-08,84,18415.21,368.3,1600.15,16446.76
D0776,smb,2026-03-16,15,12081.55,241.63,668.66,11171.26
D0777,mid_market,2025-11-06,55,57672.71,2306.91,5617.11,49748.69
D0778,mid_market,2026-05-30,31,69548.71,2781.95,5216.98,61549.78
D0779,mid_market,2026-06-07,23,23233.48,929.34,1091.83,21212.31
D0780,smb,2026-01-13,77,15654.34,313.09,1508.68,13832.57
D0781,enterprise,2026-05-21,40,130310.06,7818.6,10462.34,112029.12
D0782,smb,2026-03-12,19,4223.94,84.48,123.95,4015.51
D0783,mid_market,2026-02-02,57,57220.02,2288.8,4784.6,50146.62
D0784,smb,2025-07-08,84,17657.82,353.16,1564.37,15740.29
D0785,smb,2025-07-31,61,5964.48,119.29,159.28,5685.91
D0786,enterprise,2025-09-24,6,147890.21,8873.41,29343.59,109673.21
D0787,mid_market,2026-03-14,17,23204.09,928.16,1220.47,21055.46
D0788,mid_market,2026-04-18,73,63576.92,2543.08,8179.31,52854.53
D0789,smb,2025-09-26,4,19696.08,393.92,2776.0,16526.16
D0790,smb,2026-01-07,83,10706.49,214.13,660.77,9831.59
D0791,mid_market,2025-12-24,7,32323.75,1292.95,3273.93,27756.87
D0792,mid_market,2026-04-09,82,51672.18,2066.89,5524.95,44080.34
D0793,mid_market,2025-11-19,42,82918.13,3316.73,12378.17,67223.23
D0794,smb,2025-10-22,70,6248.8,124.98,194.48,5929.34
D0795,mid_market,2025-07-24,68,38614.29,1544.57,3010.95,34058.77
D0796,smb,2025-09-04,26,13676.78,273.54,954.35,12448.89
D0797,enterprise,2025-11-27,34,309319.52,18559.17,29052.27,261708.08
D0798,enterprise,2026-06-22,8,95513.16,5730.79,19805.55,69976.82
D0799,enterprise,2026-01-14,76,177639.88,10658.39,24722.34,142259.15
D0800,mid_market,2026-03-22,9,74174.46,2966.98,10347.33,60860.15
D0801,mid_market,2025-12-17,14,34166.37,1366.65,5386.77,27412.95
D0802,smb,2026-02-25,34,6101.08,122.02,340.31,5638.75
D0803,smb,2025-11-01,60,7225.39,144.51,281.72,6799.16
D0804,mid_market,2025-09-15,15,22259.57,890.38,1057.0,20312.19
D0805,mid_market,2026-05-09,52,86603.61,3464.14,10249.31,72890.16
D0806,mid_market,2026-06-30,0,79399.42,3175.98,14653.6,61569.84
D0807,smb,2026-06-29,1,11920.46,238.41,1590.4,10091.65
D0808,smb,2026-03-03,28,12740.51,254.81,955.82,11529.88
D0809,enterprise,2026-05-17,44,196214.85,11772.89,27554.65,156887.31
D0810,mid_market,2026-06-21,9,48896.63,1955.87,6027.91,40912.85
D0811,mid_market,2025-11-29,32,41399.83,1655.99,3671.27,36072.57
D0812,smb,2026-01-29,61,15321.11,306.42,1178.29,13836.4
D0813,enterprise,2026-01-18,72,336951.05,20217.06,35503.74,281230.25
D0814,mid_market,2026-03-18,13,60526.73,2421.07,11273.05,46832.61
D0815,smb,2026-03-03,28,17717.66,354.35,1843.7,15519.61
D0816,smb,2026-02-15,44,18366.84,367.34,1754.09,16245.41
D0817,smb,2026-02-15,44,8491.02,169.82,409.53,7911.67
D0818,smb,2025-12-22,9,5792.65,115.85,664.72,5012.08
D0819,smb,2025-11-03,58,15070.13,301.4,1400.95,13367.78
D0820,mid_market,2026-03-02,29,50884.09,2035.36,3965.17,44883.56
D0821,mid_market,2026-04-03,88,61849.74,2473.99,4348.22,55027.53
D0822,smb,2025-10-13,79,14144.51,282.89,1020.47,12841.15
D0823,smb,2026-04-20,71,13170.09,263.4,1102.81,11803.88
D0824,smb,2025-08-12,49,11872.92,237.46,954.13,10681.33
D0825,smb,2026-05-26,35,5074.34,101.49,226.79,4746.06
D0826,enterprise,2025-09-08,22,275056.3,16503.38,20804.56,237748.36
D0827,smb,2026-03-25,6,5736.97,114.74,519.21,5103.02
D0828,enterprise,2025-08-19,42,267345.34,16040.72,41309.85,209994.77
D0829,smb,2026-01-19,71,7975.88,159.52,272.05,7544.31
D0830,mid_market,2026-05-10,51,36708.58,1468.34,1506.31,33733.93
D0831,mid_market,2026-05-04,57,86359.3,3454.37,13592.81,69312.12
D0832,smb,2025-12-07,24,13850.69,277.01,1133.8,12439.88
D0833,mid_market,2025-07-25,67,23627.18,945.09,2208.72,20473.37
D0834,smb,2025-11-25,36,19089.18,381.78,1800.59,16906.81
D0835,smb,2026-01-31,59,12578.76,251.58,894.62,11432.56
D0836,enterprise,2026-02-04,55,218150.84,13089.05,18527.71,186534.08
D0837,mid_market,2026-01-03,87,30922.78,1236.91,2850.79,26835.08
D0838,mid_market,2025-11-12,49,36468.13,1458.73,3338.78,31670.62
D0839,smb,2026-06-30,0,9679.66,193.59,1339.59,8146.48
D0840,mid_market,2026-03-06,25,86827.0,3473.08,9396.61,73957.31
D0841,mid_market,2025-07-22,70,87797.98,3511.92,12550.19,71735.87
D0842,mid_market,2026-06-01,29,53865.74,2154.63,5325.22,46385.89
D0843,mid_market,2026-03-12,19,67736.59,2709.46,5833.66,59193.47
D0844,smb,2025-09-20,10,19060.41,381.21,3112.73,15566.47
D0845,enterprise,2026-01-22,68,98141.02,5888.46,11385.7,80866.86
D0846,enterprise,2025-11-01,60,328058.78,19683.53,42394.6,265980.65
D0847,smb,2026-03-01,30,14649.49,292.99,1210.7,13145.8
D0848,smb,2026-04-01,90,15241.55,304.83,1284.4,13652.32
D0849,mid_market,2026-05-18,43,55358.02,2214.32,5014.02,48129.68
D0850,mid_market,2025-09-14,16,22678.93,907.16,1819.05,19952.72
D0851,mid_market,2026-04-18,73,73987.95,2959.52,11011.31,60017.12
D0852,enterprise,2026-04-22,69,343609.73,20616.58,49881.7,273111.45
D0853,enterprise,2025-11-09,52,259936.8,15596.21,20251.96,224088.63
D0854,smb,2026-05-18,43,4740.34,94.81,221.3,4424.23
D0855,mid_market,2025-10-29,63,66852.56,2674.1,8931.44,55247.02
D0856,smb,2025-12-07,24,15159.64,303.19,1066.52,13789.93
D0857,mid_market,2025-11-23,38,83546.09,3341.84,9876.74,70327.51
D0858,enterprise,2026-01-17,73,335957.56,20157.45,39760.46,276039.65
D0859,smb,2025-09-04,26,15626.56,312.53,1121.97,14192.06
D0860,smb,2026-03-06,25,19822.93,396.46,1682.45,17744.02
D0861,enterprise,2026-01-25,65,251378.22,15082.69,39251.92,197043.61
D0862,mid_market,2025-07-24,68,30093.8,1203.75,2346.67,26543.38
D0863,mid_market,2026-06-11,19,21146.5,845.86,1138.31,19162.33
D0864,smb,2025-08-02,59,17835.82,356.72,1822.95,15656.15
D0865,mid_market,2026-01-18,72,39802.6,1592.1,3455.78,34754.72
D0866,smb,2026-03-28,3,10117.75,202.36,985.22,8930.17
D0867,smb,2025-07-22,70,16556.59,331.13,1641.21,14584.25
D0868,mid_market,2026-01-14,76,34205.35,1368.21,2482.33,30354.81
D0869,smb,2025-07-13,79,5832.2,116.64,310.67,5404.89
D0870,mid_market,2026-01-09,81,30694.27,1227.77,2926.3,26540.2
D0871,enterprise,2025-09-27,3,387975.24,23278.51,90924.47,273772.26
D0872,mid_market,2025-07-24,68,45763.38,1830.54,3119.22,40813.62
D0873,enterprise,2026-04-24,67,107746.86,6464.81,11135.36,90146.69
D0874,mid_market,2026-05-07,54,20135.91,805.44,1394.22,17936.25
D0875,mid_market,2026-04-22,69,65982.68,2639.31,7797.03,55546.34
D0876,enterprise,2026-03-25,6,187180.12,11230.81,22011.97,153937.34
D0877,mid_market,2025-10-16,76,34954.33,1398.17,1596.63,31959.53
D0878,mid_market,2026-02-16,43,60523.39,2420.94,7760.45,50342.0
D0879,smb,2025-11-25,36,15907.32,318.15,1309.22,14279.95
D0880,enterprise,2025-11-02,59,352511.81,21150.71,35546.9,295814.2
D0881,smb,2025-12-26,5,12627.53,252.55,1493.0,10881.98
D0882,smb,2025-09-15,15,10826.97,216.54,512.74,10097.69
D0883,smb,2026-06-28,2,8123.83,162.48,779.08,7182.27
D0884,smb,2025-07-20,72,14981.32,299.63,1408.67,13273.02
D0885,smb,2026-03-25,6,9917.61,198.35,1274.9,8444.36
D0886,smb,2025-12-07,24,7606.23,152.12,433.18,7020.93
D0887,enterprise,2025-07-14,78,129414.24,7764.85,7629.78,114019.61
D0888,mid_market,2025-12-22,9,64593.66,2583.75,11712.23,50297.68
D0889,mid_market,2025-11-15,46,25569.34,1022.77,1486.07,23060.5
D0890,smb,2026-01-22,68,15742.51,314.85,1336.21,14091.45
D0891,mid_market,2025-10-20,72,74144.63,2965.79,9145.13,62033.71
D0892,mid_market,2026-03-30,1,39655.46,1586.22,4940.46,33128.78
D0893,smb,2025-08-10,51,6751.63,135.03,329.01,6287.59
D0894,mid_market,2026-06-17,13,49652.76,1986.11,8239.69,39426.96
D0895,mid_market,2025-12-27,4,73651.73,2946.07,13752.67,56952.99
D0896,mid_market,2025-08-03,58,45901.88,1836.08,4578.09,39487.71
D0897,enterprise,2025-12-19,12,371446.21,22286.77,61937.16,287222.28
D0898,smb,2026-03-11,20,11635.07,232.7,631.37,10771.0
D0899,enterprise,2025-09-11,19,114696.54,6881.79,8010.16,99804.59
D0900,smb,2025-08-25,36,14248.39,284.97,1178.77,12784.65
D0901,mid_market,2025-08-02,59,26605.1,1064.2,1422.92,24117.98
D0902,enterprise,2025-08-21,40,319838.22,19190.29,28952.8,271695.13
D0903,smb,2025-11-23,38,10166.24,203.32,490.17,9472.75
D0904,smb,2026-05-24,37,12292.86,245.86,947.52,11099.48
D0905,enterprise,2026-05-09,52,297364.86,17841.89,49266.2,230256.77
D0906,enterprise,2026-01-20,70,125197.91,7511.87,6793.9,110892.14
D0907,smb,2025-09-21,9,11011.96,220.24,1505.53,9286.19
D0908,mid_market,2026-06-17,13,79497.81,3179.91,10462.14,65855.76
D0909,smb,2026-04-22,69,17399.79,348.0,1409.22,15642.57
D0910,enterprise,2025-11-27,34,411547.58,24692.85,57913.86,328940.87
D0911,enterprise,2026-01-28,62,121749.79,7304.99,9353.97,105090.83
D0912,enterprise,2026-04-06,85,271621.4,16297.28,37477.26,217846.86
D0913,mid_market,2026-03-21,10,69819.27,2792.77,11587.81,55438.69
D0914,smb,2025-07-20,72,16116.93,322.34,1378.12,14416.47
D0915,enterprise,2026-03-24,7,140304.81,8418.29,25895.2,105991.32
D0916,smb,2025-10-05,87,15368.96,307.38,1296.0,13765.58
D0917,smb,2025-11-08,53,14168.41,283.37,930.35,12954.69
D0918,enterprise,2025-10-12,80,233247.21,13994.83,20479.11,198773.27
D0919,smb,2026-06-05,25,16691.05,333.82,1391.56,14965.67
D0920,enterprise,2025-07-28,64,303506.19,18210.37,40974.74,244321.08
D0921,smb,2025-09-19,11,8278.81,165.58,997.18,7116.05
D0922,mid_market,2025-07-25,67,46501.8,1860.07,5357.96,39283.77
D0923,mid_market,2025-12-01,30,34711.19,1388.45,2222.41,31100.33
D0924,smb,2026-02-10,49,11984.03,239.68,605.56,11138.79
D0925,smb,2025-07-15,77,8344.5,166.89,555.57,7622.04
D0926,mid_market,2026-02-03,56,31983.66,1279.35,3213.28,27491.03
D0927,mid_market,2025-12-21,10,31307.39,1252.3,5296.58,24758.51
D0928,smb,2025-11-23,38,18742.34,374.85,1810.72,16556.77
D0929,mid_market,2025-07-26,66,29977.84,1199.11,1023.45,27755.28
D0930,smb,2025-12-13,18,5631.82,112.64,240.69,5278.49
D0931,mid_market,2026-04-03,88,55060.74,2202.43,5857.55,47000.76
D0932,smb,2025-11-11,50,15633.62,312.67,1002.69,14318.26
D0933,smb,2026-05-30,31,19616.7,392.33,1665.15,17559.22
D0934,smb,2026-04-27,64,14086.18,281.72,854.9,12949.56
D0935,smb,2025-10-22,70,14359.71,287.19,1317.32,12755.2
D0936,mid_market,2025-11-01,60,66640.25,2665.61,5885.21,58089.43
D0937,mid_market,2026-04-12,79,40833.93,1633.36,3075.64,36124.93
D0938,enterprise,2026-05-11,50,280294.89,16817.69,49684.98,213792.22
D0939,smb,2026-05-19,42,4672.0,93.44,167.45,4411.11
D0940,smb,2026-03-03,28,5298.34,105.97,283.67,4908.7
D0941,enterprise,2025-07-27,65,411420.16,24685.21,74204.99,312529.96
D0942,mid_market,2026-02-08,51,47039.76,1881.59,5526.79,39631.38
D0943,enterprise,2025-09-08,22,297670.99,17860.26,31841.14,247969.59
D0944,smb,2026-01-11,79,7006.26,140.13,381.88,6484.25
D0945,mid_market,2026-03-14,17,40334.79,1613.39,2358.45,36362.95
D0946,mid_market,2026-01-23,67,72503.03,2900.12,6007.01,63595.9
D0947,mid_market,2026-01-08,82,68281.53,2731.26,5102.28,60447.99
D0948,mid_market,2026-06-30,0,69745.25,2789.81,14206.97,52748.47
D0949,mid_market,2026-01-19,71,85614.23,3424.57,9566.2,72623.46
D0950,mid_market,2025-12-18,13,68058.14,2722.33,11900.52,53435.29
D0951,mid_market,2026-06-30,0,23600.56,944.02,2252.8,20403.74
D0952,smb,2026-03-02,29,14544.44,290.89,903.81,13349.74
D0953,mid_market,2025-09-19,11,22371.72,894.87,2955.96,18520.89
D0954,mid_market,2026-03-01,30,41576.07,1663.04,3399.56,36513.47
D0955,enterprise,2026-02-23,36,356294.29,21377.66,33731.56,301185.07
D0956,mid_market,2025-11-08,53,35906.19,1436.25,3438.41,31031.53
D0957,enterprise,2025-07-24,68,367110.05,22026.6,64993.64,280089.81
D0958,smb,2025-10-18,74,11836.41,236.73,890.4,10709.28
D0959,mid_market,2025-12-12,19,27161.59,1086.46,1726.33,24348.8
D0960,mid_market,2026-05-10,51,64213.59,2568.54,7703.6,53941.45
D0961,mid_market,2026-03-01,30,27348.03,1093.92,2382.32,23871.79
D0962,mid_market,2026-02-22,37,37842.4,1513.7,2171.95,34156.75
D0963,enterprise,2025-07-30,62,202290.56,12137.43,32283.46,157869.67
D0964,mid_market,2026-01-15,75,24988.47,999.54,1548.08,22440.85
D0965,smb,2026-06-23,7,11466.29,229.33,1384.02,9852.94
D0966,mid_market,2026-03-05,26,57574.69,2302.99,4902.8,50368.9
D0967,mid_market,2025-10-22,70,57036.27,2281.45,6484.45,48270.37
D0968,mid_market,2025-07-31,61,64859.17,2594.37,6889.97,55374.83
D0969,mid_market,2025-10-28,64,73359.83,2934.39,10632.03,59793.41
D0970,smb,2026-05-08,53,10859.68,217.19,585.01,10057.48
D0971,mid_market,2026-05-20,41,43167.41,1726.7,2948.13,38492.58
D0972,mid_market,2025-12-30,1,49542.6,1981.7,6279.8,41281.1
D0973,smb,2025-07-29,63,15288.4,305.77,1157.34,13825.29
D0974,enterprise,2026-04-09,82,258372.73,15502.36,21594.7,221275.67
D0975,mid_market,2026-04-13,78,42094.67,1683.79,3119.57,37291.31
D0976,smb,2026-03-19,12,7213.03,144.26,862.66,6206.11
D0977,smb,2025-07-21,71,7324.38,146.49,310.68,6867.21
D0978,enterprise,2025-10-25,67,259779.09,15586.75,41490.11,202702.23
D0979,mid_market,2025-11-28,33,73826.93,2953.08,7739.26,63134.59
D0980,mid_market,2025-09-10,20,69849.77,2793.99,6041.51,61014.27
D0981,smb,2026-04-12,79,7518.75,150.38,318.99,7049.38
D0982,mid_market,2026-01-13,77,22337.6,893.5,1131.92,20312.18
D0983,smb,2026-05-09,52,16356.35,327.13,1663.01,14366.21
D0984,smb,2026-04-21,70,6591.82,131.84,203.87,6256.11
D0985,smb,2025-11-04,57,8023.72,160.47,502.06,7361.19
D0986,mid_market,2025-09-18,12,88713.93,3548.56,14396.51,70768.86
D0987,mid_market,2026-03-27,4,51162.82,2046.51,8389.99,40726.32
D0988,enterprise,2026-04-01,90,344641.92,20678.52,37582.52,286380.88
D0989,smb,2025-11-09,52,10421.11,208.42,491.69,9721.0
D0990,mid_market,2025-12-17,14,39904.47,1596.18,4710.5,33597.79
D0991,mid_market,2026-06-12,18,39546.31,1581.85,4320.22,33644.24
D0992,smb,2026-05-14,47,12673.93,253.48,921.67,11498.78
D0993,mid_market,2025-11-22,39,28818.92,1152.76,1701.56,25964.6
D0994,smb,2025-07-04,88,7107.97,142.16,354.15,6611.66
D0995,smb,2026-02-21,38,16941.05,338.82,1332.39,15269.84
D0996,smb,2026-02-17,42,12957.49,259.15,911.65,11786.69
D0997,mid_market,2026-06-18,12,57277.16,2291.09,7334.1,47651.97
D0998,mid_market,2026-02-20,39,80740.48,3229.62,8146.53,69364.33
D0999,smb,2026-01-01,89,7033.03,140.66,350.4,6541.97
D1000,smb,2026-06-06,24,19477.14,389.54,1945.48,17142.12
D1001,mid_market,2026-01-28,62,29496.61,1179.86,1118.98,27197.77
D1002,enterprise,2026-03-23,8,300981.33,18058.88,57467.69,225454.76
D1003,smb,2025-12-18,13,12334.5,246.69,1414.38,10673.43
D1004,enterprise,2026-05-23,38,176679.62,10600.78,11364.96,154713.88
D1005,mid_market,2025-07-19,73,79595.54,3183.82,8122.94,68288.78
D1006,mid_market,2026-01-03,87,29172.14,1166.89,1293.13,26712.12
D1007,mid_market,2025-12-26,5,68243.95,2729.76,13766.66,51747.53
D1008,mid_market,2025-11-14,47,57356.94,2294.28,7076.64,47986.02
D1009,mid_market,2025-07-03,89,73643.62,2945.74,6978.76,63719.12
D1010,smb,2025-09-14,16,11885.84,237.72,854.06,10794.06
D1011,smb,2025-09-08,22,5304.03,106.08,223.39,4974.56
D1012,mid_market,2026-05-04,57,42473.17,1698.93,4088.54,36685.7
D1013,mid_market,2025-11-16,45,82641.8,3305.67,13103.13,66233.0
D1014,enterprise,2025-07-15,77,189074.77,11344.49,26128.22,151602.06
D1015,smb,2025-07-23,69,16826.66,336.53,1457.78,15032.35
D1016,mid_market,2026-02-26,33,35187.67,1407.51,3182.76,30597.4
D1017,smb,2025-10-16,76,4440.49,88.81,206.94,4144.74
D1018,mid_market,2026-01-26,64,83502.44,3340.1,11263.23,68899.11
D1019,mid_market,2025-10-20,72,40599.4,1623.98,3037.38,35938.04
D1020,enterprise,2026-05-05,56,152712.75,9162.76,19966.83,123583.16
D1021,mid_market,2025-08-26,35,21691.57,867.66,892.21,19931.7
D1022,mid_market,2025-12-14,17,71851.59,2874.06,9983.54,58993.99
D1023,mid_market,2025-12-18,13,81408.72,3256.35,12976.6,65175.77
D1024,enterprise,2026-02-10,49,415306.76,24918.41,73037.73,317350.62
D1025,mid_market,2026-05-05,56,71491.48,2859.66,5882.76,62749.06
D1026,mid_market,2025-10-21,71,49286.19,1971.45,3091.65,44223.09
D1027,smb,2026-05-17,44,11328.99,226.58,565.49,10536.92
D1028,smb,2026-03-11,20,7389.92,147.8,312.41,6929.71
D1029,smb,2026-03-08,23,7284.88,145.7,377.16,6762.02
D1030,smb,2026-03-06,25,11870.82,237.42,871.78,10761.62
D1031,smb,2026-03-26,5,7456.95,149.14,908.45,6399.36
D1032,enterprise,2026-02-17,42,149404.45,8964.27,16806.45,123633.73
D1033,mid_market,2026-04-09,82,75109.09,3004.36,7075.58,65029.15
D1034,smb,2026-03-14,17,6255.78,125.12,356.45,5774.21
D1035,smb,2025-12-26,5,8694.51,173.89,1238.8,7281.82
D1036,smb,2026-05-22,39,6845.08,136.9,172.53,6535.65
D1037,mid_market,2025-10-01,91,54544.54,2181.78,4751.05,47611.71
D1038,mid_market,2025-10-14,78,23931.0,957.24,1861.44,21112.32
D1039,smb,2026-03-21,10,16254.43,325.09,3038.95,12890.39
D1040,smb,2025-10-31,61,18851.52,377.03,1515.36,16959.13
D1041,mid_market,2025-10-17,75,61808.61,2472.34,5708.61,53627.66
D1042,mid_market,2026-01-28,62,64807.7,2592.31,5053.7,57161.69
D1043,enterprise,2026-04-23,68,145958.79,8757.53,12599.19,124602.07
D1044,mid_market,2025-12-09,22,82048.72,3281.95,11856.08,66910.69
D1045,mid_market,2026-01-23,67,24412.34,976.49,2129.19,21306.66
D1046,mid_market,2026-05-12,49,61431.65,2457.27,8328.3,50646.08
D1047,mid_market,2025-08-29,32,74173.95,2966.96,8722.08,62484.91
D1048,mid_market,2025-07-20,72,53932.6,2157.3,6224.34,45550.96
D1049,smb,2025-10-12,80,5077.47,101.55,96.67,4879.25
D1050,mid_market,2025-08-31,30,48147.34,1925.89,3920.26,42301.19
D1051,enterprise,2025-09-26,4,139116.95,8347.02,28226.64,102543.29
D1052,smb,2026-05-17,44,10168.29,203.37,582.09,9382.83
D1053,mid_market,2026-01-16,74,57128.14,2285.13,4696.99,50146.02
D1054,mid_market,2026-06-15,15,76390.48,3055.62,6563.51,66771.35
D1055,mid_market,2026-04-14,77,58111.43,2324.46,4347.65,51439.32
D1056,mid_market,2025-09-09,21,76176.86,3047.07,11341.76,61788.03
D1057,smb,2025-07-10,82,8675.49,173.51,502.89,7999.09
D1058,mid_market,2025-12-06,25,68099.29,2723.97,8146.42,57228.9
D1059,smb,2025-09-01,29,9822.43,196.45,503.29,9122.69
D1060,mid_market,2025-08-09,52,72971.64,2918.87,5729.92,64322.85
D1061,smb,2026-02-24,35,12859.95,257.2,748.73,11854.02
D1062,mid_market,2025-07-05,87,29710.16,1188.41,1681.44,26840.31
D1063,mid_market,2026-01-10,80,74032.92,2961.32,9018.08,62053.52
D1064,enterprise,2025-09-25,5,175883.52,10553.01,29234.02,136096.49
D1065,smb,2025-09-12,18,14814.76,296.3,1125.2,13393.26
D1066,mid_market,2025-12-17,14,74254.63,2970.19,13217.14,58067.3
D1067,enterprise,2025-10-27,65,369203.44,22152.21,51604.87,295446.36
D1068,smb,2025-10-11,81,12617.18,252.34,994.65,11370.19
D1069,enterprise,2025-08-29,32,129274.21,7756.45,7810.37,113707.39
D1070,smb,2026-06-26,4,18307.13,366.14,2586.64,15354.35
D1071,smb,2025-09-03,27,18411.21,368.22,1427.84,16615.15
D1072,smb,2025-10-15,77,14009.99,280.2,997.97,12731.82
D1073,mid_market,2025-12-05,26,63089.98,2523.6,4441.44,56124.94
D1074,mid_market,2025-09-07,23,72124.39,2884.98,9714.87,59524.54
D1075,mid_market,2026-05-28,33,62806.72,2512.27,7442.64,52851.81
D1076,smb,2026-02-12,47,19003.86,380.08,1774.26,16849.52
D1077,enterprise,2026-02-16,43,159042.61,9542.56,14318.94,135181.11
D1078,smb,2026-04-30,61,14530.34,290.61,1292.31,12947.42
D1079,mid_market,2025-09-14,16,64845.99,2593.84,7431.67,54820.48
D1080,smb,2026-03-05,26,4139.45,82.79,67.54,3989.12
D1081,mid_market,2025-11-06,55,53128.42,2125.14,4541.33,46461.95
D1082,mid_market,2025-12-02,29,24514.79,980.59,2234.87,21299.33
D1083,mid_market,2025-12-17,14,51952.39,2078.1,6820.63,43053.66
D1084,smb,2025-10-06,86,4281.57,85.63,110.76,4085.18
D1085,mid_market,2026-06-03,27,60235.99,2409.44,5151.28,52675.27
D1086,smb,2026-05-10,51,5585.31,111.71,237.23,5236.37
D1087,enterprise,2025-07-09,83,124120.97,7447.26,18320.68,98353.03
D1088,smb,2025-10-04,88,14914.4,298.29,1267.42,13348.69
D1089,enterprise,2026-03-27,4,138568.62,8314.12,17227.3,113027.2
D1090,smb,2025-10-18,74,8806.26,176.13,453.22,8176.91
D1091,mid_market,2026-02-03,56,37944.92,1517.8,4271.01,32156.11
D1092,smb,2025-12-23,8,7886.91,157.74,672.39,7056.78
D1093,smb,2025-07-02,90,11318.89,226.38,768.34,10324.17
D1094,smb,2025-08-12,49,19475.39,389.51,1797.53,17288.35
D1095,smb,2026-03-01,30,7014.01,140.28,320.89,6552.84
D1096,mid_market,2025-09-02,28,30096.08,1203.84,2141.74,26750.5
D1097,mid_market,2025-12-09,22,48857.03,1954.28,4876.72,42026.03
D1098,mid_market,2025-10-08,84,50328.92,2013.16,5855.92,42459.84
D1099,mid_market,2026-06-12,18,24104.9,964.2,1210.57,21930.13
D1100,smb,2026-05-29,32,6410.2,128.2,218.8,6063.2
