invoice_id,vendor,category,invoice_date,entered_date,amount,approver
AP004594,Sable Industries,professional_services,2025-09-19,2025-09-22,1074.7,M05
AP003820,Onyx Services,logistics,2026-04-14,2026-04-16,551.93,M08
AP001341,Acme Consulting,facilities,2025-12-20,2025-12-22,259.56,M08
AP004890,Umber Solutions,events,2026-03-14,2026-03-16,280.59,M02
AP004160,Quarry Supply,hardware,2025-12-25,2025-12-25,165.22,M07
AP004626,Sable Labs,marketing,2025-08-24,2025-08-25,137.4,M03
AP001990,Dockside Works,software,2026-04-08,2026-04-10,106.11,M09
AP005730,Zephyr Trading,logistics,2025-11-13,2025-11-14,92.6,M11
AP001940,Dockside Group,hardware,2025-08-10,2025-08-11,615.58,M12
AP000401,Amazon Web Services,infrastructure,2026-05-27,2026-06-01,771.3,M01
AP000330,Amazon Web Services,infrastructure,2026-04-19,2026-04-20,8582.13,M11
AP003952,Onyx Trading,events,2025-09-11,2025-09-15,226.14,M08
AP005219,Wharf Solutions,office,2025-08-06,2025-08-11,103.56,M14
AP003536,Mosaic Industries,professional_services,2025-11-19,2025-11-24,324.11,M08
AP003796,Onyx Supply,hardware,2025-09-07,2025-09-08,87.49,M12
AP002824,Inlet Group,events,2026-05-07,2026-05-08,122.64,M06
AP000056,Amazon Web Services,infrastructure,2025-08-08,2025-08-08,2129.38,M04
AP004685,Tundra Supply,logistics,2025-12-15,2025-12-19,80.61,M01
AP004580,Sable Partners,office,2025-08-08,2025-08-08,278.52,M13
AP002896,Juniper Supply,events,2025-11-19,2025-11-19,281.45,M14
AP003118,Keystone Solutions,events,2026-05-05,2026-05-06,360.45,M03
AP002957,Juniper Consulting,office,2026-05-09,2026-05-11,967.01,M14
AP005774,Summit Interiors,facilities,2026-06-05,2026-06-08,8957.9,M09
AP002049,Ember Solutions,hardware,2025-07-24,2025-07-28,1504.3,M11
AP002071,Ember Consulting,marketing,2025-12-07,2025-12-08,466.76,M09
AP000808,Uline,office,2025-08-07,2025-08-08,600.59,M08
AP000780,Staples Business,office,2026-03-01,2026-03-02,187.15,M10
AP001871,Dockside Solutions,professional_services,2025-09-04,2025-09-08,800.35,M01
AP002276,Fulcrum Partners,professional_services,2025-07-31,2025-07-31,474.34,M12
AP004575,Sable Consulting,professional_services,2026-05-18,2026-05-18,874.89,M06
AP003432,Loom Trading,hardware,2026-06-18,2026-06-22,187.89,M14
AP001681,Cinder Services,facilities,2026-03-20,2026-03-20,208.77,M09
AP001506,Borealis Solutions,marketing,2025-12-25,2025-12-26,1152.43,M13
AP003260,Loom Supply,professional_services,2025-08-17,2025-08-21,190.46,M02
AP000121,Amazon Web Services,infrastructure,2025-10-20,2025-10-20,2374.93,M14
AP002993,Juniper Industries,events,2025-10-19,2025-10-23,60.77,M04
AP001865,Dockside Services,logistics,2026-05-29,2026-05-29,622.4,M03
AP000715,Staples Business,office,2025-08-07,2025-08-11,31.76,M11
AP003245,Keystone Trading,hardware,2025-12-23,2025-12-23,93.76,M07
AP005131,Vela Group,professional_services,2025-12-20,2025-12-22,148.8,M11
AP003928,Onyx Labs,office,2026-04-01,2026-04-02,194.11,M02
AP001736,Cinder Partners,events,2026-03-03,2026-03-06,127.8,M05
AP005456,Yonder Partners,marketing,2026-03-21,2026-03-23,128.56,M07
AP005249,Wharf Consulting,office,2026-02-09,2026-02-11,248.06,M13
AP005272,Wharf Partners,professional_services,2026-03-31,2026-04-06,421.97,M07
AP001088,Apex Print Media,marketing,2025-10-09,2025-10-09,2093.38,M09
AP002451,Gable Partners,marketing,2026-01-22,2026-01-26,700.63,M02
AP000020,Amazon Web Services,infrastructure,2025-07-03,2025-07-03,10624.17,M07
AP004690,Tundra Supply,logistics,2026-04-29,2026-04-30,1199.57,M11
AP002970,Juniper Partners,hardware,2025-10-29,2025-10-31,365.24,M13
AP004116,Prairie Works,office,2025-12-15,2025-12-19,124.53,M02
AP000940,Indeed,recruiting,2026-02-20,2026-02-23,3423.91,M13
AP003373,Loom Group,events,2026-02-04,2026-02-05,401.52,M02
AP000605,Atlassian,software,2025-10-19,2025-10-20,732.91,M13
AP004487,Rampart Works,facilities,2026-01-10,2026-01-13,310.0,M13
AP001954,Dockside Group,hardware,2026-06-01,2026-06-05,395.67,M08
AP002497,Gable Labs,software,2026-01-24,2026-01-28,220.73,M13
AP003980,Prairie Services,logistics,2025-09-09,2025-09-12,122.44,M06
AP004748,Tundra Partners,office,2025-10-03,2025-10-06,71.76,M03
AP005470,Yonder Industries,marketing,2026-01-24,2026-01-26,419.61,M13
AP000723,Staples Business,office,2025-09-16,2025-09-16,68.69,M02
AP004312,Quarry Works,logistics,2026-01-20,2026-01-23,739.75,M06
AP002965,Juniper Partners,hardware,2025-08-16,2025-08-18,1461.54,M13
AP004340,Rampart Supply,software,2026-01-06,2026-01-07,94.04,M03
AP004353,Rampart Services,logistics,2025-09-26,2025-09-29,364.63,M10
AP001559,Borealis Industries,facilities,2025-08-08,2025-08-11,676.02,M09
AP002297,Fulcrum Industries,professional_services,2025-07-21,2025-07-22,104.2,M08
AP002186,Ember Trading,hardware,2025-10-11,2025-10-13,204.35,M01
AP000172,Amazon Web Services,infrastructure,2025-11-30,2025-12-02,1906.1,M04
AP001874,Dockside Solutions,professional_services,2025-11-20,2025-11-24,479.75,M06
AP003454,Mosaic Services,facilities,2025-08-16,2025-08-18,1294.24,M01
AP005882,Northgate Logistics,logistics,2026-05-02,2026-05-06,73854.87,M03
AP005951,Quarry Works,logistics,2026-05-10,2026-05-16,719.79,M07
AP005033,Vela Services,software,2025-07-10,2025-07-14,460.95,M14
AP002816,Inlet Group,events,2025-10-01,2025-10-03,330.05,M05
AP000074,Amazon Web Services,infrastructure,2025-09-11,2025-09-15,1065.45,M14
AP002269,Fulcrum Consulting,professional_services,2026-02-16,2026-02-18,671.06,M05
AP004016,Prairie Consulting,hardware,2025-09-21,2025-09-24,784.68,M13
AP005352,Wharf Trading,hardware,2025-07-07,2025-07-11,402.25,M08
AP000933,Indeed,recruiting,2025-12-12,2025-12-12,1195.21,M08
AP001074,Apex Print Media,marketing,2025-07-10,2025-07-10,549.91,M02
AP004988,Umber Works,marketing,2026-02-14,2026-02-17,153.55,M07
AP001485,Borealis Services,hardware,2025-11-10,2025-11-11,706.56,M13
AP005057,Vela Solutions,software,2026-03-16,2026-03-19,1374.52,M08
AP004050,Prairie Partners,office,2026-03-07,2026-03-09,302.85,M01
AP005836,Northgate Logistics,logistics,2025-07-26,2025-07-28,26223.84,M10
AP003122,Keystone Consulting,logistics,2025-07-16,2025-07-21,283.76,M10
AP001898,Dockside Consulting,office,2026-03-18,2026-03-18,576.85,M07
AP003029,Juniper Works,events,2025-11-19,2025-11-24,157.03,M11
AP000408,Amazon Web Services,infrastructure,2026-06-11,2026-06-11,295.49,M12
AP005398,Yonder Services,facilities,2026-04-19,2026-04-23,164.73,M01
AP003616,Nimbus Supply,hardware,2025-07-28,2025-08-01,73.74,M13
AP005072,Vela Consulting,office,2026-01-16,2026-01-19,141.51,M04
AP002077,Ember Consulting,marketing,2026-05-09,2026-05-12,171.51,M01
AP003071,Keystone Supply,office,2026-02-04,2026-02-04,464.89,M08
AP003919,Onyx Labs,office,2025-09-09,2025-09-11,144.78,M13
AP005059,Vela Solutions,software,2026-04-04,2026-04-08,703.3,M06
AP003168,Keystone Partners,hardware,2026-05-24,2026-05-26,286.3,M11
AP005191,Wharf Supply,professional_services,2026-03-07,2026-03-09,126.75,M12
AP000724,Staples Business,office,2025-09-22,2025-09-25,74.45,M01
AP001098,Apex Print Media,marketing,2026-01-20,2026-01-21,524.47,M08
AP000676,WeWork,facilities,2026-03-10,2026-03-11,8036.49,M12
AP004415,Rampart Partners,logistics,2026-01-21,2026-01-26,970.48,M03
AP004807,Tundra Labs,professional_services,2025-09-14,2025-09-15,122.19,M01
AP001130,Meridian Travel,travel,2025-09-24,2025-09-24,1109.6,M14
AP005501,Yonder Labs,facilities,2025-08-13,2025-08-18,235.49,M01
AP004099,Prairie Labs,office,2026-02-12,2026-02-16,192.92,M11
AP002798,Inlet Partners,events,2026-03-15,2026-03-17,325.9,M06
AP002188,Ember Trading,hardware,2025-11-07,2025-11-07,649.35,M02
AP005653,Zephyr Industries,logistics,2025-07-15,2025-07-17,606.61,M10
AP002265,Fulcrum Consulting,professional_services,2025-10-07,2025-10-13,346.92,M08
AP003924,Onyx Labs,office,2026-01-13,2026-01-13,244.54,M04
AP001044,Global Catering Co,events,2026-02-07,2026-02-11,2114.66,M01
AP001992,Dockside Works,software,2026-05-31,2026-06-01,237.19,M12
AP000325,Amazon Web Services,infrastructure,2026-04-03,2026-04-06,1960.7,M09
AP004048,Prairie Partners,office,2026-03-02,2026-03-02,246.66,M06
AP001976,Dockside Works,software,2025-11-19,2025-11-24,489.33,M02
AP003008,Juniper Group,software,2026-03-04,2026-03-09,263.44,M03
AP005146,Vela Labs,software,2026-05-19,2026-05-19,1301.94,M02
AP004996,Umber Trading,professional_services,2025-07-25,2025-07-28,115.98,M12
AP003882,Onyx Industries,facilities,2026-02-20,2026-02-23,58.48,M09
AP005145,Vela Labs,software,2026-04-09,2026-04-13,229.28,M07
AP003585,Mosaic Works,marketing,2025-11-13,2025-11-14,154.11,M13
AP000186,Amazon Web Services,infrastructure,2025-12-21,2025-12-22,5049.46,M02
AP000022,Amazon Web Services,infrastructure,2025-07-19,2025-07-21,1136.63,M11
AP003608,Mosaic Trading,office,2025-12-05,2025-12-08,220.64,M14
AP002127,Ember Group,events,2026-02-06,2026-02-06,347.18,M07
AP004020,Prairie Consulting,hardware,2025-12-02,2025-12-08,668.11,M07
AP005489,Yonder Group,hardware,2026-01-16,2026-01-16,220.58,M02
AP004912,Umber Consulting,software,2026-05-06,2026-05-06,473.88,M03
AP004479,Rampart Works,facilities,2025-08-08,2025-08-11,326.83,M08
AP000885,Robert Half,recruiting,2026-01-23,2026-01-23,4453.27,M07
AP003957,Onyx Trading,events,2025-12-03,2025-12-04,190.8,M01
AP001856,Dockside Services,logistics,2025-08-11,2025-08-11,907.14,M03
AP001007,Marsh Insurance,insurance,2025-12-08,2025-12-12,6197.71,M13
AP002254,Fulcrum Solutions,hardware,2026-06-12,2026-06-16,134.03,M06
AP001422,Acme Labs,facilities,2026-03-04,2026-03-06,103.53,M11
AP002559,Harbor Services,events,2025-10-03,2025-10-06,295.16,M14
AP002523,Gable Trading,events,2025-07-06,2025-07-07,423.74,M12
AP001944,Dockside Group,hardware,2025-10-07,2025-10-08,59.66,M02
AP002142,Ember Labs,software,2025-10-14,2025-10-15,310.14,M01
AP003718,Nimbus Group,logistics,2025-09-17,2025-09-17,215.41,M04
AP000151,Amazon Web Services,infrastructure,2025-11-02,2025-11-04,1710.65,M03
AP003756,Nimbus Works,software,2025-07-15,2025-07-15,709.48,M02
AP005320,Wharf Labs,office,2026-02-11,2026-02-16,223.32,M10
AP001644,Borealis Trading,logistics,2025-11-01,2025-11-03,921.98,M12
AP005171,Vela Trading,facilities,2026-02-18,2026-02-23,283.59,M12
AP000673,WeWork,facilities,2026-01-15,2026-01-16,8285.83,M10
AP005777,Summit Interiors,facilities,2025-07-27,2025-07-29,8395.23,M05
AP002294,Fulcrum Partners,professional_services,2026-05-17,2026-05-20,554.2,M02
AP001144,Meridian Travel,travel,2025-11-16,2025-11-19,1175.22,M10
AP004259,Quarry Industries,logistics,2026-01-13,2026-01-13,754.83,M04
AP004392,Rampart Consulting,professional_services,2025-11-01,2025-11-03,76.67,M07
AP003851,Onyx Consulting,events,2026-01-07,2026-01-09,244.03,M14
AP003832,Onyx Solutions,software,2025-12-16,2025-12-18,121.03,M07
AP002566,Harbor Services,events,2026-02-07,2026-02-09,2174.15,M08
AP000652,Figma,software,2026-05-14,2026-05-18,715.3,M13
AP003785,Nimbus Trading,software,2025-11-29,2025-12-02,680.52,M02
AP004908,Umber Consulting,software,2026-04-12,2026-04-14,168.1,M11
AP003357,Loom Industries,facilities,2025-12-30,2026-01-01,90.3,M06
AP001729,Cinder Partners,events,2025-07-20,2025-07-24,156.2,M14
AP002577,Harbor Solutions,logistics,2025-07-23,2025-07-23,651.51,M02
AP002920,Juniper Solutions,facilities,2025-07-18,2025-07-21,393.71,M07
AP000050,Amazon Web Services,infrastructure,2025-08-13,2025-08-14,2889.7,M10
AP000850,Robert Half,recruiting,2025-07-25,2025-07-28,4903.56,M14
AP005045,Vela Services,software,2026-06-22,2026-06-22,150.48,M14
AP003761,Nimbus Works,software,2025-10-23,2025-10-23,569.53,M14
AP002198,Ember Trading,hardware,2026-05-02,2026-05-04,389.45,M01
AP003031,Juniper Works,events,2025-12-12,2025-12-16,89.13,M06
AP001577,Borealis Group,events,2025-10-04,2025-10-06,463.34,M01
AP000019,Amazon Web Services,infrastructure,2025-07-14,2025-07-15,2076.35,M13
AP003088,Keystone Services,office,2025-12-25,2025-12-25,3143.88,M04
AP003159,Keystone Partners,hardware,2025-11-13,2025-11-14,101.96,M12
AP001415,Acme Labs,facilities,2025-11-14,2025-11-17,391.68,M04
AP005275,Wharf Partners,professional_services,2026-05-22,2026-05-25,510.95,M11
AP003773,Nimbus Works,software,2026-04-20,2026-04-21,335.79,M03
AP001632,Borealis Works,hardware,2026-03-30,2026-04-03,2041.9,M03
AP001412,Acme Labs,facilities,2025-10-01,2025-10-03,984.32,M04
AP004112,Prairie Works,office,2025-11-21,2025-11-25,676.64,M11
AP004274,Quarry Group,facilities,2026-01-14,2026-01-14,245.75,M12
AP004647,Sable Works,office,2025-09-13,2025-09-15,473.67,M07
AP003188,Keystone Group,facilities,2025-10-22,2025-10-27,96.65,M11
AP004991,Umber Works,marketing,2026-05-12,2026-05-13,293.46,M07
AP001289,Acme Supply,software,2026-02-18,2026-02-20,70.17,M07
AP003641,Nimbus Services,software,2026-01-14,2026-01-19,247.04,M08
AP004332,Quarry Trading,logistics,2026-06-16,2026-06-18,320.3,M09
AP004197,Quarry Solutions,office,2025-11-12,2025-11-17,240.88,M11
AP001156,Meridian Travel,travel,2026-01-04,2026-01-06,2126.04,M04
AP002654,Harbor Group,logistics,2025-11-21,2025-11-24,1085.05,M08
AP003278,Loom Services,professional_services,2025-07-28,2025-07-29,1063.35,M02
AP005355,Wharf Trading,hardware,2025-09-05,2025-09-05,901.34,M14
AP000596,Salesforce,software,2026-06-02,2026-06-02,4268.66,M05
AP005680,Zephyr Group,logistics,2026-01-20,2026-01-23,197.19,M14
AP004079,Prairie Group,hardware,2025-11-04,2025-11-10,263.77,M11
AP003907,Onyx Group,office,2025-12-17,2025-12-17,333.19,M10
AP005361,Wharf Trading,hardware,2026-02-11,2026-02-16,487.62,M04
AP001419,Acme Labs,facilities,2025-12-14,2025-12-18,281.28,M01
AP003528,Mosaic Partners,hardware,2026-04-19,2026-04-21,623.65,M07
AP000432,Snowflake,infrastructure,2025-08-09,2025-08-11,4060.02,M05
AP001908,Dockside Partners,facilities,2025-08-17,2025-08-18,268.82,M13
AP004897,Umber Consulting,software,2025-08-01,2025-08-04,2181.01,M09
AP002240,Fulcrum Solutions,hardware,2025-11-04,2025-11-06,99.84,M10
AP003685,Nimbus Consulting,office,2026-04-15,2026-04-17,1388.6,M08
AP001427,Acme Labs,facilities,2026-05-01,2026-05-04,1008.73,M04
AP003010,Juniper Group,software,2026-03-23,2026-03-24,1644.99,M07
AP005586,Zephyr Supply,office,2026-06-12,2026-06-16,190.77,M07
AP000992,PwC,accounting,2025-12-31,2026-01-02,17066.43,M06
AP002193,Ember Trading,hardware,2026-02-12,2026-02-16,63.1,M13
AP003189,Keystone Group,facilities,2025-10-22,2025-10-27,29.71,M07
AP002434,Gable Consulting,facilities,2025-12-14,2025-12-15,42.17,M10
AP003926,Onyx Labs,office,2026-03-29,2026-04-02,36.94,M07
AP000677,WeWork,facilities,2026-03-22,2026-03-25,12991.09,M11
AP003261,Loom Supply,professional_services,2025-08-14,2025-08-18,167.53,M07
AP000646,Figma,software,2026-02-17,2026-02-19,241.36,M11
AP000419,Amazon Web Services,infrastructure,2026-06-23,2026-06-29,2580.64,M03
AP003983,Prairie Services,logistics,2025-10-17,2025-10-20,809.22,M03
AP005246,Wharf Consulting,office,2026-01-18,2026-01-22,57.93,M05
AP003249,Keystone Trading,hardware,2026-02-04,2026-02-09,618.74,M08
AP002048,Ember Solutions,hardware,2025-07-20,2025-07-21,320.41,M05
AP003368,Loom Group,events,2025-08-21,2025-08-25,686.18,M11
AP003615,Mosaic Trading,office,2026-05-15,2026-05-18,151.79,M01
AP003484,Mosaic Solutions,events,2026-04-20,2026-04-21,385.07,M03
AP004070,Prairie Industries,marketing,2026-04-28,2026-05-01,134.48,M04
AP002662,Harbor Group,logistics,2026-06-12,2026-06-12,968.95,M14
AP003498,Mosaic Consulting,facilities,2026-01-06,2026-01-06,788.17,M10
AP003138,Keystone Consulting,logistics,2025-11-28,2025-12-02,59.03,M14
AP004208,Quarry Solutions,office,2026-05-31,2026-06-02,341.98,M04
AP000911,Robert Half,recruiting,2026-05-27,2026-05-27,10274.42,M08
AP005099,Vela Industries,hardware,2025-07-15,2025-07-21,395.98,M01
AP002877,Inlet Trading,hardware,2026-03-20,2026-03-24,119.38,M10
AP004243,Quarry Industries,logistics,2025-07-28,2025-07-29,143.1,M04
AP001126,Meridian Travel,travel,2025-08-15,2025-08-19,752.79,M07
AP004915,Umber Consulting,software,2026-05-29,2026-05-29,602.76,M07
AP000590,Salesforce,software,2026-04-05,2026-04-08,4103.96,M03
AP002829,Inlet Labs,facilities,2025-10-24,2025-10-24,409.52,M04
AP002640,Harbor Industries,events,2025-12-22,2025-12-24,417.49,M01
AP005689,Zephyr Group,logistics,2026-05-31,2026-06-03,388.97,M09
AP004497,Rampart Works,facilities,2026-06-11,2026-06-15,100.11,M10
AP005166,Vela Trading,facilities,2025-12-06,2025-12-08,296.41,M09
AP000111,Amazon Web Services,infrastructure,2025-10-02,2025-10-06,1968.65,M06
AP002211,Fulcrum Supply,marketing,2026-01-16,2026-01-19,430.32,M07
AP005947,Borealis Supply,marketing,2026-01-15,2026-01-17,196.1,M07
AP005237,Wharf Consulting,office,2025-08-17,2025-08-18,375.3,M03
AP000559,Salesforce,software,2025-08-18,2025-08-22,5049.22,M11
AP002721,Inlet Supply,logistics,2025-09-12,2025-09-15,297.64,M02
AP003805,Onyx Supply,hardware,2026-06-07,2026-06-08,227.58,M14
AP000316,Amazon Web Services,infrastructure,2026-04-19,2026-04-20,3789.2,M10
AP002038,Ember Services,hardware,2025-10-02,2025-10-02,208.21,M06
AP003094,Keystone Services,office,2026-04-19,2026-04-22,652.12,M05
AP005245,Wharf Consulting,office,2025-12-08,2025-12-08,865.8,M08
AP004941,Umber Industries,office,2025-12-02,2025-12-03,125.95,M07
AP003740,Nimbus Labs,professional_services,2025-10-03,2025-10-03,150.64,M10
AP001006,Marsh Insurance,insurance,2025-11-20,2025-11-20,6796.64,M14
AP002129,Ember Group,events,2026-02-20,2026-02-23,351.02,M01
AP003844,Onyx Solutions,software,2026-05-19,2026-05-22,919.71,M07
AP005158,Vela Works,facilities,2026-03-11,2026-03-13,403.4,M14
AP003252,Keystone Trading,hardware,2026-05-08,2026-05-11,806.44,M10
AP000341,Amazon Web Services,infrastructure,2026-04-02,2026-04-02,6616.14,M12
AP001420,Acme Labs,facilities,2026-01-06,2026-01-12,267.72,M13
AP000448,Snowflake,infrastructure,2025-10-15,2025-10-17,3279.89,M08
AP003571,Mosaic Labs,hardware,2025-08-14,2025-08-18,1275.54,M14
AP003964,Prairie Supply,facilities,2025-08-20,2025-08-25,237.6,M01
AP001788,Cinder Labs,marketing,2025-10-04,2025-10-08,271.9,M10
AP002284,Fulcrum Partners,professional_services,2025-11-11,2025-11-17,911.95,M02
AP005335,Wharf Works,professional_services,2025-10-01,2025-10-03,112.52,M04
AP000678,WeWork,facilities,2026-03-06,2026-03-10,7128.82,M12
AP005675,Zephyr Group,logistics,2025-10-20,2025-10-20,289.65,M07
AP002919,Juniper Solutions,facilities,2025-07-24,2025-07-24,171.49,M11
AP002553,Harbor Supply,logistics,2026-05-27,2026-06-01,184.83,M10
AP000799,Staples Business,office,2026-06-04,2026-06-04,205.05,M06
AP004611,Sable Group,logistics,2025-11-07,2025-11-10,194.12,M06
AP003379,Loom Group,events,2026-05-15,2026-05-19,145.51,M03
AP005024,Vela Supply,facilities,2026-01-04,2026-01-05,1676.6,M03
AP002088,Ember Partners,events,2025-11-13,2025-11-17,63.65,M07
AP005530,Yonder Works,office,2025-12-13,2025-12-17,222.97,M06
AP005112,Vela Industries,hardware,2026-04-12,2026-04-14,345.66,M03
AP004506,Rampart Trading,office,2025-12-06,2025-12-08,73.47,M05
AP005138,Vela Labs,software,2025-07-08,2025-07-10,622.7,M09
AP004414,Rampart Partners,logistics,2025-12-08,2025-12-12,362.58,M09
AP002216,Fulcrum Supply,marketing,2026-03-14,2026-03-16,71.26,M11
AP001913,Dockside Partners,facilities,2025-10-16,2025-10-17,697.77,M08
AP001286,Acme Supply,software,2026-01-15,2026-01-19,352.64,M09
AP005371,Yonder Supply,software,2025-08-15,2025-08-19,343.71,M01
AP004444,Rampart Industries,facilities,2026-05-15,2026-05-18,158.76,M04
AP002171,Ember Works,hardware,2026-03-23,2026-03-25,316.02,M11
AP005692,Zephyr Labs,marketing,2025-07-08,2025-07-11,145.97,M04
AP002887,Juniper Supply,events,2025-07-10,2025-07-14,297.72,M03
AP003584,Mosaic Works,marketing,2025-11-15,2025-11-17,2258.67,M02
AP002632,Harbor Partners,software,2026-06-09,2026-06-12,241.06,M03
AP002967,Juniper Partners,hardware,2025-09-01,2025-09-03,236.43,M05
AP004931,Umber Partners,facilities,2026-04-21,2026-04-21,67.18,M07
AP002277,Fulcrum Partners,professional_services,2025-07-31,2025-07-31,465.95,M12
AP003675,Nimbus Consulting,office,2025-09-20,2025-09-24,743.43,M12
AP000447,Snowflake,infrastructure,2025-10-05,2025-10-06,2064.97,M03
AP002561,Harbor Services,events,2025-11-25,2025-12-01,227.78,M10
AP004600,Sable Industries,professional_services,2026-02-03,2026-02-09,1178.43,M06
AP005488,Yonder Group,hardware,2025-12-15,2025-12-19,66.27,M02
AP001672,Cinder Services,facilities,2025-08-24,2025-08-28,664.67,M03
AP000427,Snowflake,infrastructure,2025-07-11,2025-07-14,3949.97,M07
AP005369,Wharf Trading,hardware,2026-06-06,2026-06-09,474.94,M11
AP005800,Northgate Logistics,logistics,2026-02-14,2026-02-18,17015.76,M12
AP001656,Cinder Supply,events,2025-09-08,2025-09-08,304.79,M03
AP001432,Acme Works,professional_services,2025-08-14,2025-08-14,369.52,M08
AP001927,Dockside Industries,software,2025-10-05,2025-10-08,40.16,M01
AP005180,Vela Trading,facilities,2026-06-11,2026-06-15,221.0,M06
AP003857,Onyx Consulting,events,2026-05-15,2026-05-18,679.0,M05
AP005297,Wharf Industries,professional_services,2026-05-30,2026-06-03,114.87,M14
AP001468,Borealis Supply,marketing,2026-02-18,2026-02-20,236.67,M11
AP000230,Amazon Web Services,infrastructure,2026-01-06,2026-01-07,7701.01,M12
AP003721,Nimbus Group,logistics,2025-10-09,2025-10-10,402.66,M02
AP001576,Borealis Group,events,2025-09-23,2025-09-29,449.2,M06
AP001690,Cinder Solutions,office,2025-09-14,2025-09-16,759.31,M09
AP004735,Tundra Consulting,office,2025-11-03,2025-11-04,187.85,M06
AP004994,Umber Trading,professional_services,2025-07-24,2025-07-25,472.7,M02
AP002197,Ember Trading,hardware,2026-05-06,2026-05-06,587.54,M04
AP003149,Keystone Consulting,logistics,2026-04-27,2026-04-30,154.17,M12
AP004053,Prairie Industries,marketing,2025-07-14,2025-07-18,161.58,M09
AP005290,Wharf Industries,professional_services,2026-02-02,2026-02-05,73.84,M09
AP005678,Zephyr Group,logistics,2025-12-06,2025-12-09,516.37,M14
AP005597,Zephyr Services,professional_services,2026-05-06,2026-05-11,186.54,M13
AP003352,Loom Industries,facilities,2025-08-18,2025-08-19,251.83,M08
AP005359,Wharf Trading,hardware,2025-11-07,2025-11-10,43.8,M10
AP000238,Amazon Web Services,infrastructure,2026-01-07,2026-01-08,362.44,M06
AP003134,Keystone Consulting,logistics,2025-11-15,2025-11-17,351.48,M09
AP003535,Mosaic Industries,professional_services,2025-11-10,2025-11-10,158.2,M12
AP003935,Onyx Works,facilities,2025-10-21,2025-10-24,112.58,M06
AP001274,Verizon Business,telecom,2026-05-23,2026-05-25,1087.12,M14
AP002821,Inlet Group,events,2026-02-26,2026-02-27,411.71,M02
AP002885,Inlet Trading,hardware,2026-06-17,2026-06-19,509.99,M12
AP002637,Harbor Industries,events,2025-08-10,2025-08-11,755.96,M01
AP004910,Umber Consulting,software,2026-03-30,2026-04-03,307.5,M12
AP000593,Salesforce,software,2026-05-20,2026-05-25,4188.41,M12
AP004169,Quarry Supply,hardware,2026-04-28,2026-04-28,380.93,M10
AP002750,Inlet Services,software,2026-03-29,2026-03-30,312.64,M12
AP003976,Prairie Supply,facilities,2026-06-13,2026-06-15,1888.78,M07
AP004364,Rampart Services,logistics,2026-02-14,2026-02-18,616.51,M09
AP004520,Sable Supply,software,2025-09-15,2025-09-19,118.49,M14
AP002026,Ember Supply,marketing,2026-03-31,2026-03-31,683.19,M05
AP004556,Sable Solutions,software,2025-12-07,2025-12-08,393.55,M14
AP002113,Ember Industries,office,2026-04-28,2026-04-28,211.01,M09
AP000100,Amazon Web Services,infrastructure,2025-09-06,2025-09-10,1682.96,M10
AP001354,Acme Consulting,facilities,2026-05-09,2026-05-11,1232.83,M10
AP000846,Uline,office,2026-06-21,2026-06-22,243.14,M05
AP002768,Inlet Solutions,logistics,2026-06-19,2026-06-22,148.26,M14
AP002078,Ember Consulting,marketing,2026-06-18,2026-06-22,70.98,M01
AP000255,Amazon Web Services,infrastructure,2026-02-14,2026-02-18,2586.3,M01
AP001598,Borealis Labs,logistics,2025-07-08,2025-07-10,436.52,M09
AP004739,Tundra Consulting,office,2025-12-17,2025-12-22,410.08,M13
AP003676,Nimbus Consulting,office,2025-10-13,2025-10-17,223.45,M06
AP001647,Borealis Trading,logistics,2026-01-07,2026-01-08,285.39,M09
AP000601,Atlassian,software,2025-08-13,2025-08-18,739.31,M14
AP001740,Cinder Partners,events,2026-04-05,2026-04-07,3659.37,M14
AP004154,Quarry Supply,hardware,2025-09-09,2025-09-11,398.91,M04
AP004507,Rampart Trading,office,2026-01-24,2026-01-26,155.0,M08
AP005091,Vela Partners,office,2026-01-08,2026-01-12,660.9,M07
AP004512,Rampart Trading,office,2026-03-21,2026-03-23,114.85,M12
AP001149,Meridian Travel,travel,2025-12-23,2025-12-25,205.53,M11
AP003504,Mosaic Consulting,facilities,2026-04-05,2026-04-06,342.21,M04
AP000371,Amazon Web Services,infrastructure,2026-05-15,2026-05-15,2005.48,M11
AP004228,Quarry Partners,logistics,2025-11-14,2025-11-18,329.82,M06
AP001043,Global Catering Co,events,2026-01-24,2026-01-26,505.21,M08
AP005862,Northgate Logistics,logistics,2026-02-08,2026-02-12,96240.94,M04
AP000404,Amazon Web Services,infrastructure,2026-06-17,2026-06-22,1244.58,M01
AP004933,Umber Partners,facilities,2026-05-14,2026-05-18,195.78,M12
AP005690,Zephyr Group,logistics,2026-06-15,2026-06-15,198.7,M07
AP003815,Onyx Services,logistics,2025-11-05,2025-11-10,229.1,M12
AP005202,Wharf Services,professional_services,2025-08-07,2025-08-11,351.04,M03
AP003821,Onyx Services,logistics,2026-04-06,2026-04-09,329.26,M03
AP005036,Vela Services,software,2025-11-23,2025-11-27,245.36,M08
AP005516,Yonder Labs,facilities,2026-03-02,2026-03-03,148.62,M08
AP001981,Dockside Works,software,2026-01-22,2026-01-22,298.66,M02
AP002194,Ember Trading,hardware,2026-04-21,2026-04-24,174.23,M02
