expense_id,employee_id,department,expense_type,expense_date,amount,cabin_class
TE018819,E339,sales,office_supplies,2026-05-04,88.35,
TE014493,E260,marketing,rideshare,2025-09-25,53.53,
TE008485,E154,marketing,rideshare,2026-03-20,43.44,
TE017533,E315,marketing,lodging,2025-07-14,433.59,
TE007017,E126,engineering,rideshare,2025-10-27,86.88,
TE020836,E371,marketing,software,2026-01-29,152.71,
TE018890,E340,marketing,airfare,2025-09-06,366.69,economy
TE007081,E128,customer_success,airfare,2025-12-20,194.1,economy
TE003500,E063,sales,rideshare,2026-04-01,15.93,
TE019098,E345,sales,rideshare,2025-09-11,36.83,
TE017847,E321,g_and_a,meals,2025-12-30,68.1,
TE011523,E204,marketing,lodging,2025-11-05,226.18,
TE020273,E362,g_and_a,rideshare,2025-09-27,85.61,
TE016332,E291,g_and_a,rideshare,2026-01-04,18.34,
TE008939,E161,g_and_a,office_supplies,2025-10-27,68.94,
TE014623,E262,engineering,office_supplies,2025-11-11,15.47,
TE011619,E207,engineering,meals,2025-11-13,51.85,
TE010014,E178,engineering,meals,2025-11-02,45.17,
TE011900,E212,g_and_a,rideshare,2025-10-04,69.98,
TE015495,E277,marketing,lodging,2025-08-04,325.34,
TE001819,E033,g_and_a,meals,2026-02-20,33.48,
TE013129,E236,customer_success,meals,2025-09-03,47.51,
TE006841,E123,sales,rideshare,2026-04-17,74.83,
TE013236,E238,marketing,meals,2025-10-12,61.58,
TE003301,E059,g_and_a,airfare,2025-11-18,230.94,economy
TE006863,E124,engineering,meals,2025-11-02,35.62,
TE008332,E151,marketing,meals,2025-08-06,68.97,
TE019527,E351,engineering,office_supplies,2026-01-01,48.15,
TE001814,E033,g_and_a,airfare,2025-12-31,194.18,economy
TE009534,E172,g_and_a,meals,2025-10-06,29.19,
TE019697,E354,marketing,rideshare,2025-09-26,39.81,
TE004288,E077,customer_success,rideshare,2026-06-13,26.58,
TE009139,E164,g_and_a,lodging,2025-07-02,406.05,
TE021084,E375,sales,office_supplies,2025-09-05,91.76,
TE003134,E056,sales,meals,2025-09-23,54.51,
TE018965,E343,marketing,office_supplies,2025-09-05,37.69,
TE017588,E317,customer_success,meals,2026-04-09,48.47,
TE019042,E344,g_and_a,airfare,2025-12-06,254.25,economy
TE015032,E268,g_and_a,rideshare,2026-04-05,49.93,
TE020664,E368,customer_success,conference,2025-12-24,679.24,
TE018314,E329,sales,meals,2026-02-19,18.89,
TE007142,E129,marketing,meals,2026-01-09,56.39,
TE002579,E047,marketing,rideshare,2025-09-28,89.8,
TE008941,E161,g_and_a,rideshare,2026-04-19,85.33,
TE013201,E238,marketing,meals,2026-03-31,35.7,
TE016634,E299,sales,lodging,2025-10-12,330.32,
TE009961,E177,engineering,rideshare,2025-07-13,33.86,
TE002082,E038,sales,airfare,2026-05-25,400.19,economy
TE004189,E074,g_and_a,airfare,2026-01-31,1184.78,economy
TE002582,E047,marketing,airfare,2025-10-23,1211.81,economy
TE001823,E033,g_and_a,rideshare,2025-07-06,26.67,
TE001395,E024,g_and_a,meals,2025-11-04,46.39,
TE010654,E189,marketing,meals,2025-09-18,69.54,
TE013012,E234,customer_success,lodging,2026-06-09,210.32,
TE013159,E237,g_and_a,rideshare,2026-03-26,38.75,
TE006381,E114,customer_success,meals,2025-12-05,63.83,
TE018793,E339,sales,rideshare,2026-04-23,61.5,
TE012016,E214,g_and_a,lodging,2025-12-27,140.92,
TE005809,E104,engineering,airfare,2026-04-01,1347.51,economy
TE017014,E305,customer_success,meals,2025-08-29,64.7,
TE019573,E352,customer_success,rideshare,2025-11-22,32.31,
TE018399,E332,customer_success,office_supplies,2025-12-26,10.59,
TE013468,E242,customer_success,meals,2026-04-08,34.33,
TE002059,E038,sales,software,2025-07-16,36.31,
TE000718,E014,sales,conference,2026-06-21,1034.94,
TE013599,E244,sales,meals,2025-07-20,53.83,
TE002673,E048,g_and_a,rideshare,2026-04-18,36.04,
TE020481,E365,customer_success,rideshare,2025-09-20,36.7,
TE019363,E349,marketing,lodging,2026-03-19,250.68,
TE003407,E061,engineering,meals,2025-11-15,50.75,
TE007159,E130,marketing,meals,2026-01-31,30.14,
TE019570,E352,customer_success,lodging,2025-07-08,216.24,
TE015534,E277,marketing,office_supplies,2025-11-20,85.39,
TE016412,E293,g_and_a,meals,2025-09-03,26.82,
TE011815,E210,marketing,meals,2025-10-16,59.41,
TE021285,E379,marketing,rideshare,2025-07-09,38.63,
TE003908,E069,marketing,office_supplies,2025-07-22,72.93,
TE019202,E347,engineering,airfare,2025-12-25,1256.98,economy
TE018227,E327,customer_success,meals,2026-05-31,32.33,
TE002547,E046,customer_success,rideshare,2025-09-27,78.11,
TE015462,E276,g_and_a,conference,2025-09-16,208.02,
TE021025,E374,g_and_a,meals,2026-05-10,44.34,
TE019905,E357,sales,lodging,2025-11-16,224.48,
TE015560,E277,marketing,meals,2025-11-07,59.87,
TE019745,E355,engineering,meals,2025-12-14,43.97,
TE009154,E165,g_and_a,lodging,2025-07-27,428.82,
TE010971,E194,g_and_a,office_supplies,2025-12-30,82.98,
TE018290,E329,sales,office_supplies,2026-02-02,53.16,
TE009370,E169,customer_success,rideshare,2025-11-08,74.02,
TE005995,E107,engineering,rideshare,2025-07-15,13.27,
TE008278,E149,engineering,office_supplies,2025-08-15,102.84,
TE007933,E143,engineering,meals,2026-02-18,44.96,
TE008081,E146,customer_success,meals,2025-11-30,19.35,
TE008367,E151,marketing,lodging,2026-02-25,309.81,
TE013112,E235,sales,meals,2025-12-14,62.73,
TE009202,E166,engineering,meals,2025-12-27,65.26,
TE013667,E244,sales,meals,2025-09-04,53.34,
TE002475,E045,g_and_a,airfare,2025-11-05,772.65,economy
TE014595,E261,customer_success,lodging,2026-01-26,163.93,
TE011807,E210,marketing,airfare,2025-11-22,393.57,economy
TE007493,E134,engineering,lodging,2026-01-24,442.35,
TE016903,E303,engineering,software,2025-07-25,191.47,
TE010516,E186,sales,meals,2026-02-05,58.45,
TE001080,E018,engineering,meals,2025-08-12,43.51,
TE009055,E163,sales,lodging,2025-12-28,461.59,
TE018654,E336,customer_success,meals,2025-12-08,23.17,
TE017191,E307,g_and_a,conference,2025-10-26,1259.25,
TE010614,E189,marketing,lodging,2026-03-12,374.47,
TE014847,E265,customer_success,software,2026-03-28,49.44,
TE001237,E021,marketing,meals,2025-11-04,34.83,
TE004917,E088,g_and_a,rideshare,2025-11-19,63.82,
TE003750,E067,customer_success,meals,2026-06-19,22.02,
TE002481,E045,g_and_a,office_supplies,2026-03-31,105.29,
TE001494,E026,sales,meals,2025-10-19,25.32,
TE019585,E352,customer_success,rideshare,2026-06-23,81.74,
TE004117,E073,sales,meals,2026-02-25,53.24,
TE000400,E008,customer_success,office_supplies,2026-05-02,96.8,
TE008579,E155,g_and_a,airfare,2026-03-01,1365.9,economy
TE015751,E280,marketing,rideshare,2025-12-19,35.6,
TE003036,E053,engineering,airfare,2025-11-05,1158.93,economy
TE000078,E003,customer_success,airfare,2026-01-15,573.5,economy
TE016113,E287,g_and_a,meals,2025-08-08,69.02,
TE003006,E053,engineering,airfare,2026-03-04,755.29,economy
TE007149,E129,marketing,lodging,2026-01-13,341.86,
TE000041,E002,g_and_a,airfare,2026-05-21,968.43,economy
TE016993,E304,marketing,meals,2026-04-14,26.88,
TE014157,E253,engineering,lodging,2026-02-07,294.82,
TE015181,E271,g_and_a,lodging,2025-08-05,264.98,
TE006025,E108,marketing,meals,2026-05-03,33.76,
TE009715,E174,g_and_a,airfare,2025-08-13,828.02,economy
TE007733,E139,customer_success,meals,2026-02-12,42.77,
TE005479,E098,marketing,lodging,2025-11-25,404.98,
TE008514,E154,marketing,lodging,2026-04-30,472.32,
TE013926,E250,marketing,rideshare,2026-02-11,10.26,
TE009777,E175,g_and_a,lodging,2026-03-25,285.63,
TE001526,E027,sales,meals,2025-07-03,28.97,
TE015184,E271,g_and_a,conference,2026-02-10,1595.43,
TE004633,E084,engineering,meals,2026-01-25,50.27,
TE004463,E080,customer_success,meals,2026-01-27,61.28,
TE000144,E004,customer_success,rideshare,2026-01-05,41.93,
TE020661,E368,customer_success,conference,2026-05-06,759.14,
TE006380,E114,customer_success,meals,2026-06-24,55.67,
TE014539,E261,customer_success,office_supplies,2025-09-08,84.6,
TE020854,E371,marketing,meals,2025-12-22,53.38,
TE006420,E114,customer_success,office_supplies,2026-04-19,96.43,
TE004186,E074,g_and_a,rideshare,2026-02-15,26.03,
TE004130,E073,sales,rideshare,2025-12-18,44.42,
TE009008,E162,marketing,rideshare,2025-12-03,54.91,
TE006954,E126,engineering,lodging,2025-10-28,316.44,
TE020762,E370,marketing,meals,2025-12-22,22.87,
TE019443,E350,engineering,rideshare,2026-04-11,61.87,
TE021281,E379,marketing,airfare,2025-11-10,914.98,economy
TE012391,E222,sales,rideshare,2026-06-09,66.64,
TE017165,E307,g_and_a,airfare,2025-10-20,387.38,economy
TE008087,E146,customer_success,rideshare,2025-08-28,83.53,
TE000890,E016,engineering,airfare,2026-02-12,353.33,economy
TE000469,E009,marketing,airfare,2025-11-02,597.53,economy
TE008461,E153,g_and_a,airfare,2025-09-04,222.96,economy
TE014961,E268,g_and_a,software,2025-10-23,157.21,
TE001166,E020,g_and_a,lodging,2026-02-26,156.67,
TE005387,E096,customer_success,software,2026-03-12,113.58,
TE013438,E241,customer_success,meals,2025-08-27,61.83,
TE016780,E301,engineering,rideshare,2025-11-06,48.18,
TE016062,E285,g_and_a,meals,2025-09-21,23.78,
TE007384,E133,sales,meals,2025-10-04,55.11,
TE020533,E366,marketing,office_supplies,2026-06-04,103.81,
TE018578,E335,sales,rideshare,2025-11-28,66.64,
TE004028,E072,engineering,airfare,2026-02-17,276.89,economy
TE000206,E004,customer_success,meals,2026-01-27,27.79,
TE013346,E240,engineering,meals,2025-11-06,61.25,
TE013107,E235,sales,meals,2026-04-18,65.57,
TE016402,E293,g_and_a,meals,2025-11-10,26.97,
TE000477,E009,marketing,meals,2025-09-30,16.7,
TE012088,E215,g_and_a,rideshare,2025-09-29,78.03,
TE012218,E218,g_and_a,office_supplies,2026-03-31,117.92,
TE020838,E371,marketing,airfare,2025-07-04,1364.67,economy
TE019397,E349,marketing,lodging,2026-03-26,342.22,
TE015865,E281,customer_success,meals,2026-01-22,28.5,
TE018039,E324,engineering,airfare,2026-05-24,386.8,economy
TE002465,E045,g_and_a,meals,2025-10-17,49.94,
TE007971,E144,g_and_a,lodging,2025-11-30,431.39,
TE002268,E042,sales,office_supplies,2025-07-28,14.19,
TE012163,E217,customer_success,meals,2026-06-22,32.71,
TE004227,E075,marketing,rideshare,2026-02-11,48.35,
TE003666,E066,sales,lodging,2026-04-22,199.75,
TE008209,E148,marketing,lodging,2026-02-20,440.61,
TE015898,E282,engineering,rideshare,2025-12-13,32.08,
TE017730,E319,g_and_a,lodging,2025-12-23,266.74,
TE006375,E114,customer_success,airfare,2026-05-06,351.97,economy
TE017410,E313,customer_success,meals,2025-09-24,48.23,
TE009929,E177,engineering,rideshare,2026-02-25,13.03,
TE000641,E012,g_and_a,airfare,2025-11-30,667.97,economy
TE016529,E296,customer_success,airfare,2025-08-11,463.92,economy
TE000048,E002,g_and_a,meals,2025-07-18,16.02,
TE011514,E204,marketing,meals,2025-09-12,30.85,
TE019460,E350,engineering,rideshare,2026-05-29,77.67,
TE014620,E262,engineering,rideshare,2025-09-06,63.85,
TE019106,E345,sales,airfare,2025-11-12,598.87,economy
TE004944,E088,g_and_a,meals,2025-07-31,41.89,
TE021456,E077,customer_success,airfare,2026-03-23,464.46,
TE019111,E345,sales,lodging,2026-03-06,470.06,
TE020238,E361,marketing,airfare,2025-11-06,773.73,economy
TE010987,E195,customer_success,meals,2025-09-19,53.04,
TE002608,E048,g_and_a,lodging,2026-06-18,464.82,
TE005664,E101,customer_success,meals,2025-12-26,41.2,
TE017378,E312,engineering,rideshare,2026-06-11,26.35,
TE019302,E348,engineering,lodging,2025-12-16,193.59,
TE003817,E068,customer_success,office_supplies,2026-01-02,99.98,
TE009112,E163,sales,software,2026-05-10,32.67,
TE000289,E006,sales,meals,2026-02-11,49.89,
TE009014,E162,marketing,meals,2025-12-05,20.48,
TE019895,E357,sales,meals,2025-11-01,42.41,
TE006814,E123,sales,meals,2025-07-19,30.13,
TE019336,E348,engineering,rideshare,2026-05-03,55.36,
TE004091,E073,sales,rideshare,2025-09-12,81.07,
TE002606,E047,marketing,airfare,2026-04-26,1236.56,economy
TE007460,E134,engineering,meals,2025-09-19,34.49,
TE019133,E345,sales,meals,2025-12-04,67.15,
TE016019,E284,engineering,lodging,2026-06-05,265.32,
TE006306,E113,engineering,lodging,2026-03-31,320.64,
TE009085,E163,sales,conference,2026-02-07,1420.12,
TE005167,E091,marketing,meals,2025-07-24,31.09,
TE018560,E335,sales,meals,2025-09-13,24.4,
TE003125,E056,sales,lodging,2025-10-23,197.51,
TE001205,E020,g_and_a,office_supplies,2026-04-15,86.64,
TE015597,E278,sales,meals,2025-11-12,56.21,
TE016696,E299,sales,rideshare,2026-02-05,10.51,
TE018296,E329,sales,airfare,2026-02-19,811.14,economy
TE017524,E315,marketing,rideshare,2025-07-06,47.76,
TE016183,E288,customer_success,meals,2026-04-10,41.98,
TE016115,E287,g_and_a,airfare,2026-01-07,1178.84,economy
TE004327,E078,g_and_a,meals,2026-04-15,29.93,
TE006844,E123,sales,software,2025-07-22,204.98,
TE000148,E004,customer_success,airfare,2026-02-26,897.57,economy
TE003299,E059,g_and_a,airfare,2026-03-15,273.55,economy
TE008390,E152,sales,lodging,2026-05-11,373.9,
TE001171,E020,g_and_a,rideshare,2025-12-19,46.22,
TE019544,E351,engineering,office_supplies,2025-11-01,97.34,
TE011198,E199,customer_success,meals,2025-11-24,64.1,
TE012766,E228,g_and_a,lodging,2025-10-14,307.74,
TE010998,E195,customer_success,lodging,2026-06-02,317.21,
TE015463,E276,g_and_a,meals,2025-09-20,28.08,
TE000987,E017,customer_success,meals,2025-07-10,31.02,
TE001655,E030,sales,airfare,2026-01-22,502.74,economy
TE011709,E209,marketing,airfare,2025-08-31,490.58,economy
TE011449,E203,customer_success,meals,2026-04-22,65.98,
TE003976,E071,sales,rideshare,2025-11-18,21.74,
TE017618,E318,customer_success,lodging,2026-04-27,259.45,
TE006691,E122,engineering,rideshare,2025-12-10,43.09,
TE009533,E172,g_and_a,lodging,2025-12-10,259.87,
TE005808,E104,engineering,meals,2025-10-20,24.78,
TE011644,E208,g_and_a,meals,2026-02-24,36.47,
TE005727,E103,g_and_a,conference,2025-12-04,1018.83,
TE014194,E254,customer_success,meals,2025-09-16,70.84,
TE001948,E035,marketing,lodging,2025-10-13,294.03,
TE007400,E133,sales,airfare,2026-04-22,1347.87,economy
TE002671,E048,g_and_a,lodging,2025-08-30,228.73,
TE010156,E181,customer_success,airfare,2025-07-27,778.7,economy
TE012594,E224,sales,lodging,2026-05-24,312.52,
TE019927,E357,sales,lodging,2025-12-24,476.34,
TE002952,E052,g_and_a,airfare,2025-08-31,211.38,economy
TE015131,E270,g_and_a,rideshare,2025-07-21,20.14,
TE010529,E187,marketing,meals,2026-04-19,32.86,
TE008813,E159,g_and_a,lodging,2026-04-29,296.03,
TE000122,E003,customer_success,rideshare,2026-05-10,62.69,
TE020622,E367,marketing,meals,2026-03-31,58.12,
TE006703,E122,engineering,software,2025-08-17,77.82,
TE020745,E370,marketing,rideshare,2026-06-25,75.96,
TE012981,E233,customer_success,meals,2026-05-14,36.04,
TE012258,E220,marketing,lodging,2026-04-13,303.62,
TE015415,E276,g_and_a,airfare,2025-08-19,331.5,economy
TE005838,E104,engineering,lodging,2026-05-28,327.5,
TE018394,E332,customer_success,airfare,2025-10-01,1254.8,economy
TE005360,E095,marketing,rideshare,2025-09-04,73.89,
TE015046,E268,g_and_a,rideshare,2025-09-11,55.51,
TE002652,E048,g_and_a,meals,2025-12-10,58.28,
TE002837,E050,customer_success,meals,2025-08-18,57.46,
TE004752,E086,sales,meals,2026-02-16,29.91,
TE006821,E123,sales,rideshare,2025-09-22,62.67,
TE002324,E043,customer_success,meals,2026-05-22,49.53,
TE018482,E334,g_and_a,airfare,2026-01-02,643.53,economy
TE017945,E323,marketing,rideshare,2025-09-17,14.43,
TE002619,E048,g_and_a,meals,2025-10-20,49.94,
TE008964,E162,marketing,airfare,2026-06-17,340.69,economy
TE011502,E204,marketing,airfare,2026-05-17,861.48,economy
TE011518,E204,marketing,software,2026-06-05,133.97,
TE013214,E238,marketing,software,2026-01-11,116.29,
TE007178,E130,marketing,lodging,2026-01-16,179.46,
TE021290,E379,marketing,software,2026-02-27,194.77,
TE008982,E162,marketing,office_supplies,2026-01-16,71.7,
TE020761,E370,marketing,airfare,2026-04-04,236.66,economy
TE007147,E129,marketing,lodging,2025-07-09,460.09,
TE005338,E095,marketing,meals,2026-02-10,48.99,
TE012636,E225,g_and_a,lodging,2026-05-16,198.19,
TE010916,E194,g_and_a,lodging,2025-12-01,262.18,
TE011953,E214,g_and_a,lodging,2026-06-07,347.29,
TE005611,E101,customer_success,rideshare,2025-08-20,20.22,
TE017712,E319,g_and_a,rideshare,2026-02-03,78.88,
TE020018,E358,marketing,lodging,2026-02-16,426.31,
TE020722,E369,marketing,airfare,2025-12-02,963.16,economy
TE011588,E206,engineering,software,2025-10-07,67.11,
TE016935,E304,marketing,lodging,2026-05-19,265.55,
TE000362,E007,marketing,rideshare,2026-05-12,48.73,
TE004824,E087,sales,software,2025-12-24,10.8,
TE013462,E242,customer_success,meals,2025-07-09,37.2,
TE002461,E045,g_and_a,meals,2026-05-19,28.93,
TE006756,E122,engineering,airfare,2026-01-10,247.78,economy
TE017948,E323,marketing,meals,2025-09-09,24.83,
TE015600,E278,sales,lodging,2025-11-24,287.74,
TE000195,E004,customer_success,rideshare,2026-06-08,61.51,
TE002788,E050,customer_success,meals,2025-10-03,12.58,
TE006164,E110,customer_success,airfare,2026-03-24,1361.37,economy
TE020305,E362,g_and_a,lodging,2025-08-27,147.99,
TE008875,E160,engineering,software,2025-08-28,155.86,
TE021094,E375,sales,rideshare,2025-10-28,63.3,
TE001108,E019,g_and_a,lodging,2025-08-18,423.7,
TE004062,E072,engineering,lodging,2026-02-07,225.29,
TE002471,E045,g_and_a,meals,2025-10-04,23.1,
TE000447,E008,customer_success,rideshare,2026-05-01,13.71,
TE011808,E210,marketing,meals,2026-03-29,56.15,
TE010332,E184,g_and_a,meals,2026-03-17,62.84,
TE010060,E179,g_and_a,meals,2026-05-19,14.86,
TE011360,E202,marketing,meals,2025-08-09,24.91,
TE011256,E200,customer_success,software,2026-05-20,85.6,
TE005101,E090,marketing,lodging,2025-07-28,395.75,
TE012149,E217,customer_success,office_supplies,2026-04-04,31.65,
TE002357,E043,customer_success,rideshare,2026-05-27,16.07,
TE001000,E017,customer_success,airfare,2025-09-12,1333.9,economy
TE016882,E303,engineering,lodging,2026-03-21,322.04,
TE016105,E287,g_and_a,meals,2025-11-29,36.05,
TE005733,E103,g_and_a,meals,2026-01-09,29.19,
TE004919,E088,g_and_a,conference,2025-08-07,933.85,
TE007520,E135,sales,airfare,2025-12-22,1236.25,economy
TE012596,E224,sales,airfare,2026-01-25,1294.43,economy
TE015693,E279,marketing,rideshare,2026-04-06,16.43,
TE017732,E319,g_and_a,lodging,2026-06-03,179.04,
TE011105,E197,g_and_a,meals,2026-06-22,72.87,
TE013228,E238,marketing,software,2026-06-12,207.97,
TE009470,E171,engineering,rideshare,2026-03-12,47.52,
TE001251,E021,marketing,lodging,2026-05-14,425.2,
TE009717,E174,g_and_a,lodging,2025-07-12,164.95,
TE005192,E091,marketing,rideshare,2026-06-13,46.4,
TE001927,E035,marketing,meals,2026-05-26,25.97,
TE010087,E180,customer_success,conference,2026-02-28,230.3,
TE006466,E116,sales,rideshare,2026-05-14,72.95,
TE011774,E209,marketing,meals,2026-05-26,41.86,
TE004135,E074,g_and_a,airfare,2026-03-27,1257.32,economy
TE019305,E348,engineering,office_supplies,2026-04-17,28.45,
TE002917,E052,g_and_a,rideshare,2026-05-16,73.93,
TE003699,E067,customer_success,lodging,2025-12-14,291.92,
TE003578,E065,marketing,lodging,2026-04-29,224.16,
TE020498,E365,customer_success,meals,2025-09-09,54.74,
TE020037,E359,g_and_a,airfare,2025-11-13,913.0,economy
TE003450,E062,g_and_a,meals,2025-12-26,55.85,
TE008783,E158,engineering,meals,2026-05-13,53.24,
TE002948,E052,g_and_a,airfare,2026-04-12,399.5,economy
TE018208,E327,customer_success,rideshare,2026-02-10,48.72,
TE012676,E225,g_and_a,software,2026-05-16,146.83,
TE012921,E231,engineering,office_supplies,2025-10-03,38.26,
TE012370,E221,engineering,lodging,2025-11-21,334.49,
TE014719,E263,sales,lodging,2026-02-06,313.55,
TE017684,E318,customer_success,rideshare,2025-11-10,85.57,
TE020332,E362,g_and_a,meals,2025-08-07,17.52,
TE015580,E278,sales,lodging,2026-04-15,239.81,
TE004156,E074,g_and_a,meals,2025-09-19,31.57,
TE010683,E190,customer_success,meals,2025-08-28,29.11,
TE016569,E297,g_and_a,lodging,2026-06-26,186.76,
TE012110,E216,sales,airfare,2025-10-18,707.61,economy
TE010545,E187,marketing,lodging,2026-02-09,450.53,
TE009726,E175,g_and_a,meals,2026-05-15,54.38,
TE006343,E114,customer_success,office_supplies,2026-01-24,100.29,
TE014767,E264,engineering,meals,2026-01-24,32.96,
TE021313,E380,engineering,rideshare,2025-10-14,33.08,
TE018570,E335,sales,conference,2025-12-14,724.57,
TE005642,E101,customer_success,meals,2026-04-19,65.53,
TE013662,E244,sales,lodging,2025-10-28,276.64,
TE002076,E038,sales,rideshare,2026-03-26,21.84,
TE021181,E377,engineering,lodging,2025-07-15,441.46,
TE002452,E045,g_and_a,meals,2025-09-09,12.39,
TE011317,E201,engineering,airfare,2025-12-11,1222.5,economy
TE005038,E089,engineering,meals,2025-08-13,42.0,
TE012239,E219,engineering,office_supplies,2026-06-09,118.44,
TE018392,E332,customer_success,rideshare,2025-11-17,63.85,
TE003087,E054,engineering,airfare,2026-05-02,310.33,economy
TE003715,E067,customer_success,meals,2025-10-20,34.73,
TE011346,E202,marketing,rideshare,2026-04-22,62.0,
TE016471,E294,customer_success,lodging,2026-04-20,242.86,
TE015746,E280,marketing,rideshare,2026-04-03,15.66,
TE019530,E351,engineering,meals,2025-11-21,35.58,
TE007488,E134,engineering,airfare,2026-06-05,319.48,economy
TE001184,E020,g_and_a,rideshare,2025-08-28,89.59,
TE012562,E224,sales,airfare,2025-08-26,233.81,economy
TE004959,E088,g_and_a,lodging,2025-07-22,478.5,
TE009078,E163,sales,lodging,2025-08-14,174.53,
TE004180,E074,g_and_a,meals,2025-09-07,60.35,
TE017546,E315,marketing,meals,2026-03-08,50.89,
TE011621,E207,engineering,airfare,2025-07-23,1024.08,economy
TE013878,E249,sales,rideshare,2026-05-29,46.95,
TE002284,E042,sales,airfare,2025-10-15,718.15,economy
TE020649,E368,customer_success,meals,2025-07-18,48.93,
TE017408,E313,customer_success,meals,2026-02-14,25.49,
TE000126,E003,customer_success,meals,2025-09-22,68.7,
TE015288,E274,engineering,software,2026-02-22,139.37,
TE003064,E053,engineering,software,2025-10-12,80.56,
TE017486,E315,marketing,rideshare,2026-06-02,19.62,
TE014707,E263,sales,meals,2026-01-02,53.57,
TE014454,E259,sales,airfare,2025-09-25,1272.7,economy
TE019720,E354,marketing,airfare,2025-08-30,342.96,economy
TE007478,E134,engineering,meals,2026-01-03,28.22,
TE012677,E225,g_and_a,lodging,2025-10-25,185.24,
TE002309,E042,sales,office_supplies,2026-02-06,50.32,
TE009413,E170,sales,airfare,2026-02-03,211.53,economy
TE006971,E126,engineering,lodging,2026-03-26,352.72,
TE017058,E305,customer_success,office_supplies,2025-09-19,51.88,
TE012282,E220,marketing,lodging,2025-11-22,391.37,
TE011870,E212,g_and_a,rideshare,2025-09-11,16.62,
TE007608,E136,g_and_a,rideshare,2025-10-26,76.12,
TE020654,E368,customer_success,rideshare,2026-04-05,25.87,
TE000993,E017,customer_success,rideshare,2025-07-13,38.56,
TE006157,E110,customer_success,software,2025-09-21,50.2,
TE001793,E032,customer_success,lodging,2025-08-31,336.9,
TE018060,E324,engineering,airfare,2026-06-05,1039.08,economy
TE010879,E193,g_and_a,meals,2026-01-21,16.45,
TE012337,E221,engineering,lodging,2025-09-02,445.27,
TE016413,E293,g_and_a,airfare,2026-05-23,1011.29,economy
TE016089,E286,engineering,meals,2026-01-30,41.73,
TE000517,E010,g_and_a,software,2025-08-09,109.34,
TE002266,E042,sales,lodging,2025-08-21,393.67,
TE000426,E008,customer_success,meals,2026-04-02,71.5,
TE012184,E217,customer_success,meals,2026-06-19,33.9,
TE010559,E188,g_and_a,meals,2026-06-13,43.93,
TE008685,E157,sales,lodging,2025-12-08,143.23,
TE009868,E176,sales,airfare,2026-02-03,309.25,economy
TE004013,E072,engineering,meals,2025-12-24,38.43,
TE010812,E191,sales,lodging,2026-01-01,186.49,
TE010390,E185,sales,meals,2025-09-19,50.95,
TE010308,E183,marketing,office_supplies,2026-05-05,11.08,
TE009762,E175,g_and_a,airfare,2026-02-06,1124.86,economy
TE005043,E089,engineering,office_supplies,2026-06-05,96.11,
TE005200,E092,marketing,rideshare,2025-07-16,61.14,
TE000679,E013,sales,rideshare,2025-12-08,15.17,
TE015954,E283,engineering,software,2025-07-07,185.07,
TE019676,E354,marketing,meals,2025-09-14,53.73,
TE019165,E346,marketing,rideshare,2025-11-05,35.82,
TE003288,E059,g_and_a,conference,2025-11-15,554.79,
TE004715,E085,engineering,lodging,2025-10-20,198.1,
TE008393,E152,sales,meals,2025-10-18,48.03,
TE005840,E104,engineering,meals,2025-11-08,32.34,
TE019532,E351,engineering,lodging,2026-05-25,235.64,
TE011965,E214,g_and_a,lodging,2026-04-21,147.82,
TE021205,E377,engineering,meals,2026-02-22,39.32,
TE005254,E093,g_and_a,meals,2026-02-10,57.1,
TE001803,E032,customer_success,rideshare,2026-02-27,23.67,
TE008301,E150,marketing,meals,2025-12-03,23.34,
TE008210,E148,marketing,lodging,2026-05-18,305.86,
TE001053,E018,engineering,lodging,2026-03-17,453.09,
TE000942,E017,customer_success,rideshare,2025-08-07,60.96,
TE012911,E231,engineering,lodging,2025-08-25,189.47,
TE009105,E163,sales,meals,2025-08-29,40.46,
TE004903,E088,g_and_a,rideshare,2026-03-26,69.9,
TE005119,E090,marketing,meals,2025-10-26,20.07,
TE013312,E240,engineering,airfare,2025-09-02,374.81,economy
TE000259,E005,marketing,lodging,2026-05-28,229.79,
TE003325,E060,customer_success,rideshare,2025-08-12,23.67,
TE006337,E114,customer_success,meals,2026-01-30,18.64,
TE020078,E359,g_and_a,rideshare,2025-07-05,76.62,
TE018530,E334,g_and_a,rideshare,2026-01-04,29.76,
TE012390,E222,sales,conference,2025-08-05,1040.93,
TE005426,E097,marketing,meals,2025-10-24,63.32,
TE017072,E305,customer_success,lodging,2026-03-07,176.07,
TE007647,E137,sales,meals,2026-04-30,48.41,
TE002729,E049,engineering,meals,2025-12-12,38.35,
TE003142,E056,sales,lodging,2025-11-28,364.35,
TE011947,E213,g_and_a,meals,2025-08-19,40.14,
TE014836,E265,customer_success,software,2026-02-10,42.24,
TE016157,E288,customer_success,airfare,2025-10-11,738.25,economy
TE013861,E249,sales,meals,2025-11-09,28.89,
TE010629,E189,marketing,meals,2025-09-09,44.19,
TE001087,E018,engineering,lodging,2026-01-21,314.11,
TE006365,E114,customer_success,rideshare,2026-06-26,27.84,
TE017882,E321,g_and_a,rideshare,2025-11-30,78.04,
TE011779,E209,marketing,lodging,2025-11-28,182.15,
TE011573,E206,engineering,meals,2025-09-06,57.53,
TE009029,E163,sales,rideshare,2026-01-27,54.22,
TE000944,E017,customer_success,office_supplies,2026-04-26,73.84,
